ENSEMBL	SYMBOL	lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	logFDR	n.studies	infl.same.sign.logFC	infl.nstudies	sensi.global	sensi.specific
ENSG00000069667	RORA	-4.55729781350794	-3.49764499549089	-2.43799217747384	9.84295202520024e-11	0.82417472213223	0.363962395826628	0.540649127420432	0	0	1	7.98558697804495e-07	7.64899471492011e-06	6.09769315567368	2	2	GSE163577	0.629415923021828	GSE163577
ENSG00000198947	DMD	3.87079593677961	6.20269039299707	8.53458484921454	1.85431418200109e-07	0.188258216042097	0.664370260012845	1.18976393169015	0	0	1	0.000752202547928741	0.00720497232009986	3.12366519982944	2	2	non	0.895369914183531	all.p.values < 0.05
ENSG00000144619	CNTN4	-7.29623824939709	-5.0297423385938	-2.76324642779052	1.36451064388076e-05	0.0426055951588887	0.836469700782501	1.15639671375654	0	0	1	0.0369009161793487	0.353455436159623	1.43296285100365	2	2	non	0.696871301635492	all.p.values < 0.05
