"gene_id"	"lambda"	"p.value"	"p.adjusted"	"ci.hi"	"ci.lo"	"logFC"	"z"	"SE"	"logFC.CPM"	"SYMBOL"
"ENSG00000171310"	44.5126585585726	2.15873337806761e-10	4.53873692738715e-06	-1.56370884866062	-4.43612162539633	-2.99991523702847	-4.09392819087139	0.732758361412171	-0.724373480743012	"BBS12"
"ENSG00000170381"	34.894902588085	2.64647733968948e-08	0.000278210930334857	4.91713808743328	1.49971354680108	3.20842581711718	3.68019774766108	0.871791974651073	3.41317715448761	"SDE2"
"ENSG00000133401"	32.7812285617067	7.6145924313729e-08	0.000533656019565384	-0.839896195058689	-2.03199885867371	-1.4359475268662	-4.72175010130838	0.304107822350772	-0.108705155408092	"PKMYT1"
"ENSG00000185053"	28.2553336562305	7.31867150301544e-07	0.00384687670877249	-3.93167446679879	-7.65487161722957	-5.79327304201418	-6.09938504795044	0.949795191436423	0.242556153876431	"SLC24A2"
"ENSG00000130226"	27.7239535733212	9.54596798003977e-07	0.00401407953560672	-0.527189844828885	-1.14654793128405	-0.836868888056468	-5.29655756901623	0.157999511850808	0	"PSKH2"
"ENSG00000134115"	22.1889310981237	2.47094246323472e-06	0.00865859421491833	0.219605433110967	0.00699558085536796	0.113300506983167	2.08894282895386	0.0542372072080609	1.42516989527655	"MANBA"
"ENSG00000103489"	24.8467521191678	4.02342889643626e-06	0.0120846560782246	-0.762174315179745	-2.15070987440432	-1.45644209479203	-4.11163262243652	0.354218254904229	0	"CAPN8"
"ENSG00000152578"	22.708170568058	1.17215059970473e-05	0.0308055829484899	5.62047258022318	2.08506471814944	3.85276864918631	4.2718057365754	0.901889760733099	1.62692014594198	"CLIC3"
"ENSG00000101439"	21.3450084328107	2.31734294859474e-05	0.0541357061046715	2.208732812759	0.425459456254095	1.31709613450655	2.89519380569813	0.454916672577781	0	"LOC105373845"
"ENSG00000106278"	20.0498295459802	4.42827754304596e-05	0.0931045353425413	1.22084653356357	0.516980588362156	0.868913560962865	4.83910124300253	0.179557639081994	2.71666158625212	"IQGAP2"
"ENSG00000198732"	19.7999030270157	5.01771149094823e-05	0.0959067128156242	-0.514982994126601	-2.01626539127848	-1.26562419270254	-3.30461189762236	0.382980203355071	0.13252699615332	"MITF"
"ENSG00000128739"	16.2227529037074	5.63136854733704e-05	0.0979816004988337	-0.016198608997228	-0.311410331699463	-0.163804470348346	-2.17505497038303	0.0753091129342437	0	"C9orf152"
"ENSG00000186153"	19.4229873906606	6.05831536972574e-05	0.0979816004988337	-0.202653283895802	-2.6050786115038	-1.4038659476998	-2.29062411638275	0.612863603981631	0	"ZNF580"
"ENSG00000183715"	18.6148375381829	9.07484859149352e-05	0.132453713965757	-0.392699403039821	-0.964260290857936	-0.678479846948878	-4.6532087572767	0.145806348933193	1.61756940157077	"FSHR"
"ENSG00000168734"	15.2435825290518	9.44972989054149e-05	0.132453713965757	0.237467097817151	0.000207267301218728	0.118837182559185	1.96338838592041	0.0605254669683502	-0.44717283212335	"PISD"
"ENSG00000196090"	18.1916181251722	0.000112134774922844	0.147352102672049	-3.42392182399715	-8.30823376728942	-5.86607779564329	-4.70784886119342	1.24599794471742	0.247648829482956	"CD302"
"ENSG00000038427"	17.4331973565265	0.000163843528799323	0.191378344055876	1.60126406246908	0.588795240617305	1.09502965154319	4.23957485446857	0.25828286271729	-0.520654350327474	"NALF2"
"ENSG00000127946"	17.4892572210665	0.00015931477265597	0.191378344055876	-0.545932684474121	-4.65723600608345	-2.60158434527879	-2.4804842749932	1.04880186775748	-1.40050933437874	"ADAM15"
"ENSG00000005108"	17.0852828116194	0.000194974572408204	0.215754757099079	-1.63230361309658	-4.71777053632254	-3.17503707470956	-4.03372226690658	0.787108908986215	-0.579715934397458	"IMPA2"
"ENSG00000157890"	16.8485167127794	0.000219478044306674	0.230726294077391	-0.382056844005904	-0.910004803488425	-0.646030823747164	-4.7966740838937	0.134680601908806	-1.03231543288518	"ZNF398"
"ENSG00000277443"	16.6639459570576	0.000240696686702198	0.240983230376844	1.13787185896236	0.203376608156285	0.670624233559321	2.81306800393534	0.238391645613794	2.22838775611011	"ARHGAP24"
"ENSG00000162409"	16.5683751079447	0.000252477719190416	0.241288365726296	1.46142527692494	0.226274562484368	0.843849919704653	2.67807876665032	0.315089467969533	0.360223657521106	"TMCC3"
"ENSG00000157985"	16.2107419796553	0.000301913202805546	0.264488545374442	-0.320623548808907	-1.17299667502005	-0.746810111914478	-3.43446051413903	0.217442124033454	0	"CCL1"
"ENSG00000144619"	16.2269687790902	0.000299473570549881	0.264488545374442	2.47593129728802	0.457971251639644	1.46695127446383	2.84958235047755	0.514785725930708	0.355845367005589	"UBE2D3"
"ENSG00000159086"	16.0830395541749	0.000321819484395157	0.270650186376327	2.75402755199046	0.440378859241147	1.5972032056158	2.70608132410886	0.590216503252375	-0.595987525038928	"LINC02033"
"ENSG00000144230"	12.2200643533067	0.000472783001542245	0.355009378836633	0.473657626460327	0.0178917312719787	0.245774678866153	2.113846270531	0.116266809997028	1.09749284593577	"HNRNPL"
"ENSG00000046889"	15.3231727588247	0.000470560331154938	0.355009378836633	5.29947588309415	1.33903648388875	3.31925618349145	3.28530343194261	1.01031617326668	1.31990919951837	"TMSB15B"
"ENSG00000081913"	15.4597990553002	0.00043948827130304	0.355009378836633	-0.234239735339369	-5.42536401914095	-2.82980187724016	-2.13684337324818	1.32426639892897	0	"LINC02154"
