ENSEMBL	SYMBOL	lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	logFDR	n.studies
ENSG00000118564	FBXL5	0.0689710038589266	0.61825511979696	1.16753923573499	0.0273792825901645	52.3846649029955	4.21516469581561e-12	0.280252147626546	0.206781028210908	96.1820887778827	26.1923324514977	0.427836470256604	1	0.368722197426718	3
ENSG00000160746	ANO10	0.0655814862008841	0.58822000941569	1.1108585326305	0.027390772417278	64.8372943799049	8.33221398150144e-15	0.266657207651422	0.185723524268062	96.9153555540407	32.4186471899525	0.427836470256604	1	0.368722197426718	3
ENSG00000182272	B4GALNT4	0.174112421889599	1.57667506722998	2.97923771257037	0.0275756162688688	1084.8571724594	2.66844449604751e-236	0.715606335832504	1.5285165179169	99.8156439344484	542.428586229702	0.429153722457223	1	0.367387116074813	3
ENSG00000048991	R3HDM1	0.220545395882924	2.00446570184822	3.78838600781351	0.0276459882691409	86.6626980826909	1.51856790889573e-19	0.910180146184639	2.32983920656488	97.6922020151142	43.3313490413455	0.429188812387565	1	0.367351607259841	3
ENSG00000053254	FOXN3	-2.11125812958938	-1.1155399538989	-0.119821778208421	0.0281048116971402	9.1588170496106	0.0102609636073426	0.50802881254175	0.589491154052876	78.1631187830635	4.5794085248053	0.433088449035613	1	0.363423399246356	3
ENSG00000137821	LRRC49	-1.59135409702273	-0.840284632914688	-0.0892151688066505	0.0283234718153034	56.4901320692549	5.41157497978536e-13	0.383205747673109	0.324761415656779	96.4595586401744	28.2450660346275	0.435469369608787	1	0.361042387333048	3
ENSG00000101752	MIB1	-3.39964093424611	-1.79453993327309	-0.18943893230008	0.0284311797563321	57.9134419408885	2.65617000767197e-13	0.818944130419663	1.80769986893296	96.5465703073884	28.9567209704443	0.436375859230838	1	0.360139283044349	3
ENSG00000172817	CYP7B1	0.158908785173988	1.51336132472848	2.86781386428297	0.0285305219341211	127.833037035794	1.74344682197374e-28	0.691059912446474	1.36061810929596	98.4354592158833	63.9165185178969	0.436674595014237	1	0.359842073858535	3
ENSG00000176533	GNG7	-1.82851821516483	-0.964086090600094	-0.099653966035356	0.0288219204366989	41.5558529799513	9.46806389324388e-10	0.441044902550898	0.431035633011129	95.187200221916	20.7779264899756	0.440291832969314	1	0.356259370250799	3
ENSG00000106723	SPIN1	-4.52602640531472	-2.38364832097273	-0.241270236630748	0.0292062704058239	281.920884568133	6.04864017045094e-62	1.09307012845174	3.4966704567604	99.2905811135405	140.960442284066	0.442810259692328	1	0.353782325290728	3
ENSG00000109320	NFKB1	0.0539909912441978	0.533957048722729	1.01392310620126	0.0292249552654925	119.579196351776	1.08070568733919e-26	0.244885141392619	0.173598813257911	98.327468271223	59.7895981758882	0.442810259692328	1	0.353782325290728	3
ENSG00000165443	PHYHIPL	0.443842433970689	4.45073738062331	8.45763232727593	0.029475453194971	82.5412069107786	1.19235246673438e-18	2.04437172226556	12.1798821812469	97.5769678263102	41.2706034553893	0.44444429860164	1	0.352182660623518	3
ENSG00000231889	TRAF3IP2-AS1	0.256179510229044	2.60173619315135	4.94729287607366	0.0297029257887892	7.00493285427475	0.00812854224196479	1.19673458360651	2.48135052802563	85.7243456746377	7.00493285427475	0.446069602332525	1	0.350597370995214	2
ENSG00000056736	IL17RB	0.0682701340745465	0.741285677324743	1.41430122057494	0.0308671540158766	400.272966369729	1.20734037793209e-87	0.343381586885707	0.348615831621584	99.5003409752752	200.136483184864	0.453043163092324	1	0.343860419179633	3
ENSG00000116580	GON4L	-1.94273381150238	-1.01839279320907	-0.094051774915759	0.0308198857090375	43.1681863430611	4.2281213047595e-10	0.471611226320684	0.55254062222919	95.366958472367	21.5840931715305	0.453043163092324	1	0.343860419179633	3
ENSG00000047249	ATP6V1H	0.0989354705929653	1.09492635891137	2.09091724722977	0.0311888824071933	62.0750069569302	3.31576320022343e-14	0.50816795419439	0.710034785698744	96.7780913800176	31.0375034784651	0.454313591802635	1	0.342644270104625	3
ENSG00000084636	COL16A1	-1.29253138057105	-0.676953176157724	-0.0613749717443978	0.0311322505735209	72.4376826816557	1.86361872203655e-16	0.314076283681195	0.215201132868433	97.2390061001959	36.2188413408278	0.454313591802635	1	0.342644270104625	3
ENSG00000177119	ANO6	0.0868649891929593	0.956961434082204	1.82705787897145	0.0311122136760116	41.3064050066202	1.07257610924837e-09	0.443934915004793	0.490881023439987	95.1581358879344	20.6532025033101	0.454313591802635	1	0.342644270104625	3
ENSG00000078328	RBFOX1	-2.49153308927948	-1.30458545324546	-0.117637817211428	0.0312233083734981	53.5876529179161	2.30987787915718e-12	0.605596656569467	0.90304578638079	96.2677969810256	26.793826458958	0.454327582506549	1	0.342630896100276	3
ENSG00000056998	GYG2	-6.20849270165975	-3.24937253840039	-0.290252375141024	0.0313806816177094	1893.44258753308	0	1.50978292795201	6.81627268134605	99.8943722923965	946.72129376654	0.455640784643875	1	0.341377408927818	3
ENSG00000165475	CRYL1	0.164484058214816	1.89451425170668	3.62454444519854	0.0318483189635024	461.132504139272	7.35104384421809e-101	0.88268468560551	2.3128267240031	99.5662851822313	230.566252069636	0.45936702369546	1	0.33784018445907	3
ENSG00000169756	LIMS1	0.0823984790568285	0.984911371435915	1.887424263815	0.0324432303846032	69.7385947596365	7.18549282567203e-16	0.460474222739802	0.584428397160578	97.1321475477198	34.8692973798183	0.465591221671642	1	0.3319952165358	3
ENSG00000049759	NEDD4L	0.171041187005382	2.07194227644156	3.97284336587773	0.0326533730174507	49.7377913621511	1.58334601981165e-11	0.969865316113072	2.51149137706851	95.9789127236519	24.8688956810755	0.467618346081129	1	0.330108458490736	3
ENSG00000149532	CPSF7	0.0561240954384331	0.681753443596147	1.30738279175386	0.0326966270969728	83.4367871310159	7.61959486817459e-19	0.319204512477065	0.289692297278283	97.6029757751104	41.7183935655079	0.467744372464175	1	0.329991428889326	3
ENSG00000126705	AHDC1	0.0659391390068623	0.827168250096712	1.58839736118656	0.0331930963555731	141.907067652405	1.53204593815982e-31	0.388389336280834	0.438503102291163	98.5906269271247	70.9535338262026	0.470385674450168	1	0.327545913126601	3
ENSG00000134504	KCTD1	-5.09015144528242	-2.65232325601864	-0.214495066754851	0.0329728579177463	329.45491838973	2.88252746327976e-72	1.24381274783265	4.55974187474195	99.3929366695221	164.727459194865	0.470385674450168	1	0.327545913126601	3
ENSG00000140577	CRTC3	0.0462225482791047	0.571736130012341	1.09724971174558	0.0329775628108954	47.1545023189996	5.76142513534087e-11	0.268124101196971	0.167619866994076	95.7586234576923	23.5772511594998	0.470385674450168	1	0.327545913126601	3
ENSG00000159733	ZFYVE28	0.115775569948362	1.43692088962245	2.75806620929653	0.0330297912462176	540.201501021782	4.97432887695599e-118	0.674066120650741	1.35078333823226	99.6297677817968	270.100750510891	0.470385674450168	1	0.327545913126601	3
ENSG00000162415	ZSWIM5	0.222574250846068	2.78078179028671	5.33898932972735	0.0331312908813128	372.322250191008	1.41661105331408e-81	1.30523191222872	5.02985293510189	99.4628309216078	186.161125095504	0.470385674450168	1	0.327545913126601	3
ENSG00000185305	ARL15	-1.67386125924645	-0.871724310637507	-0.0695873620285653	0.0331719681721606	99.7686841567851	2.16523731004275e-22	0.409261065476761	0.362682824086491	97.9953629569204	49.8843420783925	0.470385674450168	1	0.327545913126601	3
ENSG00000198795	ZNF521	0.187689826718923	2.47911038258679	4.77053093845467	0.0339635421646041	61.9156680811162	3.59073623678477e-14	1.16911360307756	3.7918520902232	96.7697998552163	30.9578340405581	0.47593397524848	1	0.322453291342741	3
ENSG00000215301	DDX3X	0.0471188941878071	0.64494049308197	1.24276209197613	0.0344773849838896	56.3239631586767	5.88039907546344e-13	0.305016624596015	0.261375777781582	96.4491135072197	28.1619815793383	0.477205333394321	1	0.321294711165191	3
ENSG00000168610	STAT3	0.0800045873356718	1.11929159468953	2.15857860204338	0.0347858493515372	22.8419903853372	1.09628837775035e-05	0.530258216758889	0.699285878915586	91.244195596528	11.4209951926686	0.478980754311671	1	0.319681936406229	3
ENSG00000112309	B3GAT2	0.0467125745048094	0.675438061626417	1.30416354874802	0.0352405108083546	89.7051932212493	3.31714757426213e-20	0.320784204240953	0.301434367551165	97.7704746757892	44.8525966106246	0.483746384968879	1	0.315382267438529	3
ENSG00000167615	LENG8	-4.60146664930411	-2.38258310483582	-0.163699560367526	0.0353294882590108	4.75269661322617	0.0292524191837601	1.1321042437364	2.09898789395327	78.9593133881695	4.75269661322617	0.48428415751383	1	0.314899737884826	2
ENSG00000168917	SLC35G2	0.0547405495083839	0.801315685730793	1.5478908219532	0.0354069897003946	303.51222498599	1.23924663753942e-66	0.38091268110603	0.428309483366038	99.3410479594051	151.756112492995	0.484362247221572	1	0.314829714542824	3
ENSG00000033327	GAB2	0.128674702578054	1.98677966494228	3.8448846273065	0.0361094797721238	451.282991547062	1.011913749924e-98	0.948030156176705	2.66763473801838	99.5568191052041	225.641495773531	0.487139544073311	1	0.312346614678359	3
ENSG00000109184	DCUN1D4	0.0820460945238128	1.27274276282711	2.46343943113041	0.0361694652641351	106.568261412966	7.22763248465483e-24	0.607509463283693	1.06559646129481	98.1232686228691	53.2841307064831	0.487139544073311	1	0.312346614678359	3
ENSG00000078549	ADCYAP1R1	0.0535178680847741	0.834892443347742	1.61626701861071	0.0362416567527378	388.538251787243	4.26570305758759e-85	0.398667823197952	0.471128954499879	99.4852501675703	194.269125893621	0.487628079360921	1	0.311911294111102	3
ENSG00000131951	LRRC9	-12.8497045867958	-6.63042342837705	-0.411142269958325	0.0366598008662891	21573.422280692	0	3.17316093942318	30.1993329633857	99.9907293336496	10786.711140346	0.490338380848021	1	0.309504111367061	3
ENSG00000007372	PAX6	0.0823269495711192	1.33834412351676	2.5943612974624	0.0367588961632554	292.639219980971	2.84577648810922e-64	0.64083686427554	1.21322202072702	99.3165646080761	146.319609990485	0.490804371430295	1	0.309091577812188	3
ENSG00000072778	ACADVL	0.0373273377262939	0.619472880961179	1.20161842419606	0.0370114779229713	18.9526591279587	7.66447411217434e-05	0.297018490047152	0.187207749376282	89.4473910679393	9.47632956397937	0.492615514002215	1	0.30749191499091	3
ENSG00000163596	ICA1L	-2.97070809805926	-1.53094718231172	-0.0911862665641712	0.037151349042095	93.6399625350056	4.63810410821549e-21	0.734585393968561	1.50757543654959	97.8641597605805	46.8199812675028	0.493240599111981	1	0.306941183405115	3
ENSG00000110721	CHKA	-3.41368411987385	-1.75656433185183	-0.0994445438298088	0.0377478430183392	20.6437151718294	3.29059328746301e-05	0.845484815584965	1.8923858917013	90.3118213783088	10.3218575859147	0.496283974594782	1	0.304269748291339	3
ENSG00000122756	CNTFR	0.0344117258681066	0.603817411681625	1.17322309749514	0.0376713039796924	310.415747461681	3.927144583643e-68	0.290518443351469	0.248846592455221	99.3557027900954	155.207873730841	0.496283974594782	1	0.304269748291339	3
ENSG00000171132	PRKCE	0.0511010374933817	0.890370470071628	1.72963990264987	0.0375896622179743	7.34732324330886	0.0253833553319266	0.42820655848694	0.339440703056004	72.7792022513589	3.67366162165443	0.496283974594782	1	0.304269748291339	3
ENSG00000188039	NWD1	-3.83220491823219	-1.97039067484906	-0.10857643146592	0.0380547744220071	299.523624113318	9.10482125028725e-66	0.949922681268069	2.66753129894764	99.3322730365858	149.761812056659	0.496283974594782	1	0.304269748291339	3
ENSG00000063601	MTMR1	0.051495376734802	0.962432429515833	1.87336948229686	0.0383811388671278	94.7420213698063	2.67320003025268e-21	0.464772342740166	0.610628957960227	97.8890042970548	47.3710106849032	0.498012403121233	1	0.302759840894837	3
ENSG00000143641	GALNT2	0.131105620318865	2.42874871850216	4.72639181668546	0.0382839730579446	329.82317193333	2.39777381284554e-72	1.17228842790317	4.0483591040412	99.3936144667227	164.911585966665	0.498012403121233	1	0.302759840894837	3
ENSG00000133687	TMTC1	0.075280926925744	1.54364869946331	3.01201647200087	0.0393557051286466	29.7378356697198	3.48747443306007e-07	0.749180997263143	1.38972720109925	93.2745609928954	14.8689178348599	0.501930338193477	1	0.299356553447611	3
ENSG00000112062	MAPK14	0.0330169879832193	0.690680219946513	1.34834345190981	0.039555491382494	134.895439301723	5.10302315174128e-30	0.335548631072233	0.326435010939385	98.5173701866031	67.4477196508615	0.502812530938119	1	0.298593907498681	3
ENSG00000186976	EFCAB6	-14.1808340515489	-7.26271423077567	-0.34459441000245	0.039629449624616	21431.8370932507	0	3.52971782917567	37.3681749368398	99.9906680888283	10715.9185466253	0.502812530938119	1	0.298593907498681	3
ENSG00000139687	RB1	0.0356992579626993	0.774950181576745	1.51420110519079	0.03991641369297	30.28162639555	2.6572252870303e-07	0.377175769271866	0.330410223881904	93.3953349338795	15.140813197775	0.504097890507684	1	0.297485119944887	3
ENSG00000111640	GAPDH	0.0447361546323158	0.975260683449333	1.90578521226635	0.0399571360804921	512.770546136999	4.50080984812177e-112	0.474766136600915	0.670284647123277	99.6099619966343	256.3852730685	0.504143196495131	1	0.297446089318954	3
ENSG00000173692	PSMD1	0.0837932232402239	1.90064798957093	3.71750275590163	0.0403295674813003	273.682588627524	3.72032587732876e-60	0.926983751059623	2.54231481097554	99.2692264385434	136.841294313762	0.507427440339326	1	0.29462605097767	3
ENSG00000136193	SCRN1	0.0229383172560439	0.573950777364291	1.12496323747254	0.0411955830847571	71.5003302622204	2.97783449490164e-16	0.281133972080387	0.209271161572773	97.2028101231628	35.7501651311102	0.510337995762938	1	0.292142096304484	3
ENSG00000149633	KIAA1755	0.126876117114544	3.1762705576514	6.22566499818826	0.041199944266071	767.178971350454	2.56568334584915e-167	1.55584207903313	7.2163767102439	99.7393046375503	383.589485675227	0.510337995762938	1	0.292142096304484	3
ENSG00000147044	CASK	0.0330859646661585	0.858602697246605	1.68411942982705	0.0414981994576236	9.52017950479575	0.00856484064801446	0.421189745879015	0.401522701459964	78.9919927560976	4.76008975239787	0.51076044079487	1	0.291782746901578	3
ENSG00000184014	DENND5A	0.0286899686844596	0.738645525548968	1.44860108241348	0.0414332670252	104.930768847918	1.63897773456997e-23	0.362228878930709	0.38037206181462	98.0939813727099	52.4653844239588	0.51076044079487	1	0.291782746901578	3
ENSG00000162688	AGL	0.0246912009855087	0.657996529598124	1.29130185821074	0.0417123397219334	88.0818754417709	7.46902253864181e-20	0.323120901000247	0.295425655382762	97.7293853134154	44.0409377208854	0.511232859381183	1	0.291381239768875	3
