gene	sig.nft.up	sig.plaq.up	sig.plaq.dw	sig.nft.dw	ntest	nft.resid	nft	plaq_n	dir	set
MTRNR2L12	3	1	0	0	4	0.0137518104194162	0.019070355764315	0.0186710635773025	NFT	Mic_Immune_Mic
MT-ND3	3	2	0	0	6	0.0134482444664261	0.0206836145460607	0.0175056318283442	NFT	Mic_Immune_Mic
HPGDS	4	0	0	0	6	0.0133161679804484	0.0129400727833168	0.000400635552810733	NFT	Mic_Immune_Mic
DHFR	3	2	0	0	6	0.0122125024109998	0.0177878328341551	0.0116010335001993	NFT	Mic_Immune_Mic
SESN3	5	0	0	0	6	0.0111436285539028	0.0106693323891017	-0.0000947582072741205	NFT	Mic_Immune_Mic
SPATS2L	4	0	0	0	6	0.0106316009705716	0.0114152945151611	0.00107409311694836	NFT	Mic_Immune_Mic
KIF26B	3	0	0	0	5	0.010088140572752	0.0119095750568387	0.00188253854413144	NFT	Mic_Immune_Mic
MAF	4	0	1	0	6	0.00998505431040075	0.00846507224566079	-0.00340678261041248	NFT	Mic_Immune_Mic
METTL21A	3	0	0	0	6	0.00905016483900901	0.00807013979835573	-0.000975270596083473	NFT	Mic_Immune_Mic
STAB1	5	2	0	0	6	0.00891073115750786	0.0109915026728659	0.00142980819886444	NFT	Mic_Immune_Mic
PPARG	3	2	0	0	3	0.00845172797804745	0.0141159994185161	0.0178882472001208	NFT	Mic_Immune_Mic
GLCCI1	4	0	2	0	6	0.00841767338492216	0.00616502287673328	-0.00337266488920981	NFT	Mic_Immune_Mic
SLC26A3	3	1	0	0	6	0.00802591785717938	0.01384259488326	0.0139799599137911	NFT	Mic_Immune_Mic
NBPF1	3	0	0	0	5	0.0080193554869139	0.00841180185965423	0.00175675688558829	NFT	Mic_Immune_Mic
CPED1	3	0	2	0	6	0.00772795096252392	0.00585758022248613	-0.00333522647528122	NFT	Mic_Immune_Mic
HLA-DPA1	5	2	0	0	5	0.00704754176763826	0.0110778767106707	0.00871535252174241	NFT	Mic_Immune_Mic
GLCE	4	1	0	0	6	0.00689790332029161	0.00755177739572842	0.000577311254666731	NFT	Mic_Immune_Mic
ABCC5	3	0	0	0	6	0.00686660578219666	0.00685791165523662	-0.0000103160199710601	NFT	Mic_Immune_Mic
ACTB	4	0	0	0	6	0.00685454239592211	0.00813832150941805	0.00402956705052636	NFT	Mic_Immune_Mic
MARCKS	3	0	0	0	6	0.00683398698712981	0.00596342381516362	-0.0020676045788412	NFT	Mic_Immune_Mic
MS4A6A	3	1	0	0	6	0.00680339083501293	0.00767459083959912	0.00239265623549395	NFT	Mic_Immune_Mic
RASGEF1B	4	2	0	0	6	0.00651553009351789	0.0107973470859934	0.00974362534681279	NFT	Mic_Immune_Mic
ZNF618	4	0	0	0	6	0.00646726162694721	0.00746679489096736	0.00192063087198372	NFT	Mic_Immune_Mic
CD74	5	2	0	0	6	0.00641143815872858	0.00942274595319286	0.00633960907786769	NFT	Mic_Immune_Mic
SNX3	4	0	0	0	6	0.00629865556053943	0.00712772421450819	0.00271077023772354	NFT	Mic_Immune_Mic
MT-CO3	4	2	0	0	6	0.00620644625212315	0.0104244589067177	0.00964834045695718	NFT	Mic_Immune_Mic
EFCAB13	4	0	0	0	5	0.00614237429174978	0.00572603568805771	-0.000750134517494464	NFT	Mic_Immune_Mic
HSP90AB1	3	1	0	0	6	0.00596049786814396	0.00704118699135815	0.00543746090335039	NFT	Mic_Immune_Mic
C1QA	3	2	0	0	6	0.00587097061309245	0.00841774025805962	0.00576021702905942	NFT	Mic_Immune_Mic
NEDD9	5	2	0	0	6	0.00569005064891791	0.00832903782592763	0.00506161243365732	NFT	Mic_Immune_Mic
PTGES3	3	0	0	0	6	0.00551002519142256	0.00539382874331281	0.000877211276789854	NFT	Mic_Immune_Mic
ABHD3	4	2	0	0	6	0.00549338299270465	0.00636283096078019	0.00169210307026439	NFT	Mic_Immune_Mic
TRAF3IP3	3	0	0	0	6	0.00528320084197039	0.00657031802875501	0.00309162358918881	NFT	Mic_Immune_Mic
SNAP23	4	0	1	0	6	0.00522156653776335	0.0047959235294172	0.0000606842637655276	NFT	Mic_Immune_Mic
ARL5A	3	0	0	0	6	0.0051471756372681	0.00566953658899551	0.00122078196158594	NFT	Mic_Immune_Mic
INO80D	3	1	0	0	6	0.0051223899367963	0.00780197939987479	0.00566426864575814	NFT	Mic_Immune_Mic
MIB1	3	0	0	0	6	0.00501757197286418	0.00491162775270171	0.0003520267305317	NFT	Mic_Immune_Mic
ATG4C	4	1	0	0	6	0.00458551175294249	0.00531986590161396	0.00215427421752788	NFT	Mic_Immune_Mic
DNAJB6	3	0	1	0	6	0.00456436366966124	0.00427920077700546	0.000101476841357846	NFT	Mic_Immune_Mic
SLC39A10	3	0	1	0	6	0.00453888455233808	0.0044589033296551	-0.000495820482449128	NFT	Mic_Immune_Mic
SGPP1	4	2	0	0	6	0.00443987485375994	0.00640714195381574	0.00419913242225066	NFT	Mic_Immune_Mic
RAPH1	5	2	0	0	6	0.00436388433647009	0.00561062874319443	0.00193016028468741	NFT	Mic_Immune_Mic
CANX	3	2	0	0	6	0.0042768187707052	0.00656168767270373	0.00449068026237177	NFT	Mic_Immune_Mic
NFAT5	4	1	0	0	6	0.00427030173894283	0.00461586082155715	0.0003078113653949	NFT	Mic_Immune_Mic
SLX4IP	4	2	0	0	6	0.00424523029461462	0.00535329565607443	0.00199639712643895	NFT	Mic_Immune_Mic
KLHL24	4	2	0	0	6	0.00419007994076866	0.00620656299447346	0.00480464828603822	NFT	Mic_Immune_Mic
CTSH	4	2	0	0	6	0.00415808288432578	0.00522574987482855	0.00271230535183434	NFT	Mic_Immune_Mic
HPS3	3	2	0	0	6	0.00413426582575383	0.00477879645111275	0.00201676921315855	NFT	Mic_Immune_Mic
ZBTB1	5	2	0	0	6	0.00402724679240325	0.00651671973253521	0.00499854272952599	NFT	Mic_Immune_Mic
CREG1	3	0	0	0	6	0.00385332936978818	0.00466636692237266	0.00228051864379032	NFT	Mic_Immune_Mic
ZNF706	4	2	0	0	5	0.00383912394879323	0.00602842198382149	0.0055461980596848	NFT	Mic_Immune_Mic
PAPOLA	4	2	0	0	6	0.00371990205755446	0.00503725104040749	0.00261879855031447	NFT	Mic_Immune_Mic
CTSS	5	2	0	0	6	0.00371652772504065	0.00507366804336765	0.00353909732126594	NFT	Mic_Immune_Mic
BTG1	3	2	0	0	3	0.00368519473410739	0.00710368861460603	0.00673406767553326	NFT	Mic_Immune_Mic
LYST	4	0	0	0	6	0.00366177424876476	0.00357027576079062	0.0000695975429569446	NFT	Mic_Immune_Mic
CTIF	5	2	0	0	5	0.00365843433996125	0.00564442867385734	0.00363797977413228	NFT	Mic_Immune_Mic
NLK	5	1	0	0	6	0.00363322363322065	0.0048804022285786	0.0023480269832499	NFT	Mic_Immune_Mic
ARHGDIB	3	0	0	0	6	0.00360404055123348	0.00354244657938987	0.000600574756427729	NFT	Mic_Immune_Mic
MORC3	3	0	0	0	6	0.00359209963715091	0.00321956973392063	-0.000193226442941006	NFT	Mic_Immune_Mic
TM6SF1	3	1	0	0	6	0.00354960222877916	0.00469462174103475	0.00171622570160018	NFT	Mic_Immune_Mic
LY86	3	0	0	0	6	0.00347057018258273	0.00318330793928101	0.000357606415955262	NFT	Mic_Immune_Mic
BCKDHB	3	0	0	0	6	0.00346938189230221	0.00478709150718012	0.00251937614852889	NFT	Mic_Immune_Mic
PARP8	4	0	0	0	6	0.00345141879412689	0.00425899012151617	0.00128519412072764	NFT	Mic_Immune_Mic
BBS9	3	0	0	0	6	0.00334959895260687	0.00425289558170966	0.0021301833175781	NFT	Mic_Immune_Mic
P2RX7	3	2	0	0	6	0.00327350715990738	0.00411718935411787	0.000968276856172822	NFT	Mic_Immune_Mic
FGFR1OP2	4	2	0	0	6	0.00322444068656183	0.00434697001126681	0.00195263923621766	NFT	Mic_Immune_Mic
ELP4	4	2	0	0	6	0.00321211160417	0.0044807941567789	0.00360515330974515	NFT	Mic_Immune_Mic
BAZ2B	3	0	0	0	6	0.00318371417615251	0.00337483368932502	0.000167005172142208	NFT	Mic_Immune_Mic
MUM1	3	0	0	0	6	0.0031500012288168	0.00318457816152347	0.000995082987012461	NFT	Mic_Immune_Mic
MFSD1	3	1	0	0	6	0.00312732275250445	0.00397086414526592	0.00167841592902083	NFT	Mic_Immune_Mic
TTC3	3	1	0	0	6	0.00304815016592165	0.00407187584426649	0.00263390742251377	NFT	Mic_Immune_Mic
PILRA	4	2	0	0	6	0.00297116986155532	0.00522466092978346	0.00353406993729796	NFT	Mic_Immune_Mic
TBCK	3	0	0	0	6	0.00291789877530809	0.00289624271255644	-0.0000503036546829179	NFT	Mic_Immune_Mic
PNISR	3	0	0	0	6	0.00291014213417028	0.00309615364254534	0.00148397930850529	NFT	Mic_Immune_Mic
MAT2A	3	2	0	0	6	0.00290840504779444	0.00445187737046173	0.00325429016677669	NFT	Mic_Immune_Mic
BTRC	3	0	0	0	6	0.00288994945533662	0.00327299568544643	0.000725169416753711	NFT	Mic_Immune_Mic
DCAF10	5	1	0	0	6	0.00288280937630009	0.0040607677666778	0.00269016273329079	NFT	Mic_Immune_Mic
PPA2	3	1	0	0	6	0.00284471558422949	0.00360693131995201	0.00147004422266937	NFT	Mic_Immune_Mic
ASAH1	3	2	0	0	6	0.00283544146394181	0.00430998402498027	0.00376858679727508	NFT	Mic_Immune_Mic
NUFIP2	3	2	0	0	6	0.00279018778440939	0.00405355430768994	0.00230462209114976	NFT	Mic_Immune_Mic
RALGAPA2	3	1	0	0	6	0.00276212009782029	0.0046327739058994	0.00393037413669702	NFT	Mic_Immune_Mic
VPS50	3	0	0	0	6	0.00271751164136529	0.0030030502459468	0.00106458042442791	NFT	Mic_Immune_Mic
ATP6V0B	3	2	0	0	4	0.00260065224434878	0.00494347530209017	0.00527464173684811	NFT	Mic_Immune_Mic
SEL1L	3	2	0	0	6	0.00247621223371826	0.00427791730200399	0.00313264052231711	NFT	Mic_Immune_Mic
DMTF1	3	1	0	0	6	0.00246122917288592	0.00311190765299521	0.00115164393054334	NFT	Mic_Immune_Mic
ATP6V0E1	3	2	0	0	6	0.00243222928802553	0.00427475726136999	0.00253914498839559	NFT	Mic_Immune_Mic
BNC2	3	2	0	0	6	0.00240325735366917	0.00328674455376821	0.00254621105124119	NFT	Mic_Immune_Mic
CCNI	3	1	0	0	6	0.00229926103142084	0.00331889363295358	0.00261989677512071	NFT	Mic_Immune_Mic
RASA1	4	2	0	0	6	0.00221767668283761	0.0037417481525148	0.00361022711607107	NFT	Mic_Immune_Mic
ANP32A	3	2	0	0	6	0.0021403755994296	0.00333085911415625	0.00214763687784876	NFT	Mic_Immune_Mic
C3AR1	3	1	0	0	3	0.00205902584484609	0.00377670626401312	0.00298630316358088	NFT	Mic_Immune_Mic
PIK3C3	3	2	0	0	6	0.00202510078003375	0.00368153628116057	0.00371777741242309	NFT	Mic_Immune_Mic
TFEC	3	2	0	0	6	0.00198959185552041	0.00253879249590648	0.00124781159906043	NFT	Mic_Immune_Mic
NIPBL	3	0	0	0	6	0.00192619707491116	0.00234633384184516	0.0010486847137342	NFT	Mic_Immune_Mic
HNRNPA3	3	1	0	0	6	0.00192333447683991	0.00290061942155476	0.00251210444479294	NFT	Mic_Immune_Mic
LAT2	3	2	0	0	6	0.00191942256799914	0.00274930924727382	0.00220692819806441	NFT	Mic_Immune_Mic
CTSC	3	2	0	0	6	0.00184904859584054	0.00283354516901358	0.00268326198615733	NFT	Mic_Immune_Mic
WDR7	3	1	0	0	6	0.0018243199269454	0.00303306063058191	0.00242300823768254	NFT	Mic_Immune_Mic
FCGR2A	3	0	0	0	6	0.00179474415781679	0.00243431658782302	0.00282400700102679	NFT	Mic_Immune_Mic
HNRNPDL	3	2	0	0	6	0.00173357295920335	0.00348811565396847	0.00460532819591985	NFT	Mic_Immune_Mic
FAM208A	3	1	0	0	6	0.00149426126642327	0.00218932894781677	0.00173084747883908	NFT	Mic_Immune_Mic
ZNF800	3	2	0	0	6	0.00143420730034464	0.00292230825666927	0.00293188465398957	NFT	Mic_Immune_Mic
GPHN	3	0	0	0	6	0.00142201259355935	0.00206541680121126	0.00209606119247029	NFT	Mic_Immune_Mic
PDCD4	4	2	0	0	5	0.00140836805621727	0.00325511657489191	0.00374021579130686	NFT	Mic_Immune_Mic
MBNL1	3	1	0	0	6	0.00126308366240551	0.00186613389094568	0.00130586674455188	NFT	Mic_Immune_Mic
HNRNPU	3	0	0	0	6	0.00122785559875124	0.00164713929166322	0.00109243015366385	NFT	Mic_Immune_Mic
FCHO2	3	0	0	0	6	0.00116423408907059	0.0021476137564198	0.00197916440510565	NFT	Mic_Immune_Mic
CD4	0	0	1	3	6	0.00114150792426988	-0.000532818629242417	-0.00350257924060868	NFT	Mic_Immune_Mic
TRPM7	3	0	0	0	6	0.00113357412155459	0.00133197749685164	0.000705271630395915	NFT	Mic_Immune_Mic
AGPAT5	3	2	0	0	3	0.000920108574800277	0.00386418995665308	0.00535884903162669	NFT	Mic_Immune_Mic
RHOA	3	1	0	0	6	0.000903875307982624	0.00131963121380829	0.000557187587542285	NFT	Mic_Immune_Mic
HNRNPH3	3	2	0	0	6	0.000903134793127887	0.00220349896049078	0.00255223848172439	NFT	Mic_Immune_Mic
TRAK1	0	0	1	3	6	0.000737068749108282	-0.000297811633015953	-0.00270413387339138	NFT	Mic_Immune_Mic
PHTF2	0	0	2	3	6	0.000679495672350324	-0.00126067921655771	-0.00378764684085229	NFT	Mic_Immune_Mic
STAT6	3	1	0	0	6	0.000677054820606034	0.00244892026028805	0.00370603375644082	NFT	Mic_Immune_Mic
FRYL	3	0	0	0	6	0.000550028377263834	0.000925027908181506	0.00109388758391119	NFT	Mic_Immune_Mic
RNF169	3	0	0	0	6	0.000538470243137935	0.00130801665442811	0.00227630240373817	NFT	Mic_Immune_Mic
ELF1	3	2	0	0	6	0.000532204155931326	0.00171426256651647	0.00221569663538059	NFT	Mic_Immune_Mic
SMAP1	3	1	0	0	6	0.00040645693188703	0.00136800340046613	0.00190432539752935	NFT	Mic_Immune_Mic
DENND1A	3	2	0	0	6	0.0003966905405646	0.00178447950867444	0.00211326758546337	NFT	Mic_Immune_Mic
DDX60L	0	0	0	3	6	0.000359319838041538	-0.00198913062246911	-0.0046633994483181	NFT	Mic_Immune_Mic
RNPC3	3	0	0	0	6	0.000317330125999415	0.00081208928096415	0.00171641124484193	NFT	Mic_Immune_Mic
RNMT	3	1	0	0	6	0.000276819313616518	0.00162815778816132	0.00402018194426434	NFT	Mic_Immune_Mic
FBXW8	0	0	0	3	5	0.000256881947762337	-0.000230553495229348	-0.00203813362210494	NFT	Mic_Immune_Mic
EMSY	3	1	0	0	6	0.000222176427515496	0.0015662841757337	0.00273809298395419	NFT	Mic_Immune_Mic
SLC7A6	0	0	1	3	6	0.0000221218460022182	-0.00172462761384049	-0.00428058778260873	NFT	Mic_Immune_Mic
TLE4	0	0	2	3	6	-0.00000363035668849469	-0.00225247464410433	-0.00480717903528526	NFT	Mic_Immune_Mic
EDEM3	3	2	0	0	6	-0.0000828772999011619	0.00189029285004753	0.00378809640039173	NFT	Mic_Immune_Mic
KLHL6	3	2	0	0	6	-0.000119451374839613	0.00152296562434837	0.00418726648644131	NFT	Mic_Immune_Mic
FRS2	0	0	2	3	6	-0.000179731971843733	-0.00168518577903466	-0.00294445755517787	NFT	Mic_Immune_Mic
AUH	3	2	0	0	6	-0.000224898466300274	0.00127866732263466	0.00343761581623302	NFT	Mic_Immune_Mic
MCCC1	0	0	2	3	6	-0.000373926038707465	-0.00215462496559302	-0.00352711751990328	NFT	Mic_Immune_Mic
SLC23A2	0	0	2	3	6	-0.000402172019406449	-0.00231410128784931	-0.00407210590845574	NFT	Mic_Immune_Mic
ITGB1	3	0	0	0	6	-0.000451554674028235	-0.00012493967016819	0.00143903138411861	NFT	Mic_Immune_Mic
TNS3	0	0	2	3	6	-0.000523213535114713	-0.00209576055554931	-0.00432975710716365	NFT	Mic_Immune_Mic
C9orf3	0	0	2	3	6	-0.000538167292774578	-0.00164431636648405	-0.00285944010426966	NFT	Mic_Immune_Mic
FAM49B	0	0	2	3	6	-0.000732302892190705	-0.00232890106794795	-0.00349101110111908	NFT	Mic_Immune_Mic
MNAT1	0	0	0	3	6	-0.000746382724143266	-0.00161519611212215	-0.00195029000697247	NFT	Mic_Immune_Mic
TANGO2	0	0	2	3	6	-0.000827963450804272	-0.00290731012945826	-0.00461348566053154	NFT	Mic_Immune_Mic
RAP1GAP2	0	0	0	3	6	-0.000836326181788871	-0.00180095137078386	-0.00276832395589418	NFT	Mic_Immune_Mic
SPRED1	0	0	1	3	6	-0.000845871270757463	-0.00197074724566254	-0.00147904680601968	NFT	Mic_Immune_Mic
NSD1	0	0	2	3	6	-0.000883000720694169	-0.00225947469503303	-0.00264033571826696	NFT	Mic_Immune_Mic
MED14	0	0	2	3	5	-0.000935226027645608	-0.00177329988458908	-0.00218015729019903	NFT	Mic_Immune_Mic
TNK2	0	0	2	3	6	-0.000942716745375646	-0.00295589464543089	-0.0047798604842505	NFT	Mic_Immune_Mic
DIS3L2	0	0	0	3	6	-0.000945643759253549	-0.00142650130836295	-0.00143456039168204	NFT	Mic_Immune_Mic
TM9SF3	0	0	0	3	6	-0.00123127826551682	-0.00184839541524338	-0.00138909477216177	NFT	Mic_Immune_Mic
ACTR2	0	0	0	3	6	-0.00125920597588581	-0.00182325430991961	-0.00138887617533157	NFT	Mic_Immune_Mic
PUM1	0	0	0	3	6	-0.00127599373203518	-0.00211118380198734	-0.00174127356883136	NFT	Mic_Immune_Mic
FAM168A	0	0	2	3	6	-0.00130127701656577	-0.00283353488754187	-0.00342190068755942	NFT	Mic_Immune_Mic
DCTN4	0	0	2	3	6	-0.00133938119457724	-0.00288997123462799	-0.00280979486863177	NFT	Mic_Immune_Mic
WDFY3	0	0	1	3	6	-0.001351351949821	-0.00174237481339488	-0.00180402225945465	NFT	Mic_Immune_Mic
EIF2AK2	0	0	0	3	6	-0.0013844855380597	-0.00330685111896758	-0.00360092739206428	NFT	Mic_Immune_Mic
PTPRE	0	1	1	3	6	-0.0013942572748126	-0.00175874623205684	-0.00234261149047942	NFT	Mic_Immune_Mic
CUL3	0	0	2	3	6	-0.00146866061237803	-0.00187064708495688	-0.000876772057541822	NFT	Mic_Immune_Mic
PRRC2B	0	0	1	3	6	-0.00149031485847761	-0.00195059351842879	-0.00154659186296126	NFT	Mic_Immune_Mic
MTMR14	0	0	2	4	6	-0.0014971222826301	-0.00319716704117149	-0.00401151227061614	NFT	Mic_Immune_Mic
TLK2	0	0	0	3	6	-0.00154338075852126	-0.00126347135791327	0.0000236285916863774	NFT	Mic_Immune_Mic
MTMR3	0	0	2	3	6	-0.00154577058219039	-0.00233048584282789	-0.0018754743900129	NFT	Mic_Immune_Mic
HSD17B12	0	0	1	3	6	-0.00161459426343645	-0.00140119358937246	-0.000824734607418323	NFT	Mic_Immune_Mic
SIK3	0	0	2	3	6	-0.00169809240398515	-0.00269501965396067	-0.00232898493121326	NFT	Mic_Immune_Mic
RNF38	0	0	2	3	6	-0.00175886876752935	-0.00294820326986383	-0.00248716004101198	NFT	Mic_Immune_Mic
TBCA	0	0	1	3	6	-0.00176153107223394	-0.00180528322801733	-0.000747353337248896	NFT	Mic_Immune_Mic
USP4	0	0	2	3	6	-0.00177048806778033	-0.00326662529282106	-0.00314167797253804	NFT	Mic_Immune_Mic
ARHGAP27	0	0	1	3	6	-0.0019077135421936	-0.00277961157370996	-0.00261586294476274	NFT	Mic_Immune_Mic
ZNF516	0	0	2	4	6	-0.00200548199497978	-0.00320303537231577	-0.00372778405820415	NFT	Mic_Immune_Mic
CDYL	0	0	2	3	6	-0.00204877831974392	-0.0032538802363894	-0.00220513967910765	NFT	Mic_Immune_Mic
VSIR	0	0	1	3	6	-0.00220988469935597	-0.00248044369447692	-0.00170488949618404	NFT	Mic_Immune_Mic
MARK2	0	0	0	3	6	-0.00223060479657111	-0.00284284452816062	-0.00156539911055375	NFT	Mic_Immune_Mic
ARHGAP12	0	0	2	3	6	-0.0022727749768305	-0.00402694040524482	-0.00333785020699775	NFT	Mic_Immune_Mic
HIVEP3	0	0	1	3	6	-0.00232933813656324	-0.00394826220047099	-0.00295914744570931	NFT	Mic_Immune_Mic
LYPLA1	0	0	0	3	6	-0.00237280542430771	-0.00241993253540618	-0.00101226889396497	NFT	Mic_Immune_Mic
TAF1	0	0	0	4	6	-0.00239308258914558	-0.00336614431496215	-0.0023927544667947	NFT	Mic_Immune_Mic
MIOS	0	0	1	3	6	-0.00253988257127681	-0.00405528230679277	-0.00314581000136244	NFT	Mic_Immune_Mic
PTPRA	0	0	1	3	6	-0.00256107555695954	-0.00368122454204849	-0.00178381345505345	NFT	Mic_Immune_Mic
SMG6	0	0	1	3	6	-0.00259767070986413	-0.00388976476819208	-0.00321036705315349	NFT	Mic_Immune_Mic
ADPGK	0	0	0	3	6	-0.00264811888389989	-0.00341729761104971	-0.00181654475753462	NFT	Mic_Immune_Mic
UBAC2	0	0	0	3	6	-0.00265253659230889	-0.00336950858336438	-0.00188723671031887	NFT	Mic_Immune_Mic
ZZEF1	0	0	2	4	6	-0.00266023289093584	-0.00387615680315359	-0.00285511595003894	NFT	Mic_Immune_Mic
CHD7	0	0	0	3	6	-0.00266488269974536	-0.00280479073944111	-0.000341418001915222	NFT	Mic_Immune_Mic
RANBP9	0	0	0	4	6	-0.00269003123344296	-0.00332255618456096	-0.000860447740951276	NFT	Mic_Immune_Mic
WWP2	0	0	2	3	6	-0.00275127739536591	-0.00407698995792395	-0.00249391186195731	NFT	Mic_Immune_Mic
ANKRD11	0	0	2	4	6	-0.00276366253940234	-0.00390554482083186	-0.00308128749279269	NFT	Mic_Immune_Mic
CHST11	0	1	0	3	6	-0.00278678470666237	-0.00265281312600099	-0.00037288528636004	NFT	Mic_Immune_Mic
SLC7A7	0	0	1	3	6	-0.00279846527409809	-0.0043967880995744	-0.00400176102340652	NFT	Mic_Immune_Mic
FUS	0	0	2	4	6	-0.00288484981050999	-0.00480823796759428	-0.00496418742132148	NFT	Mic_Immune_Mic
AP1B1	0	0	2	4	6	-0.00291418201302332	-0.00460357067931554	-0.00476523755995433	NFT	Mic_Immune_Mic
OSBPL1A	0	0	1	3	6	-0.00293175815099387	-0.00355749187195087	-0.00160048028899759	NFT	Mic_Immune_Mic
ANKMY1	0	0	1	4	6	-0.00295063056026755	-0.00416073394010967	-0.00303164164019799	NFT	Mic_Immune_Mic
GNB1	0	0	2	4	6	-0.00295224653061843	-0.00374500474455078	-0.00194335557599539	NFT	Mic_Immune_Mic
KDM3B	0	0	0	3	6	-0.00296394259355193	-0.00381649186397174	-0.00240218800372842	NFT	Mic_Immune_Mic
AGPAT3	0	0	1	4	6	-0.00297445763288302	-0.004397786807898	-0.00399032502456503	NFT	Mic_Immune_Mic
KSR1	0	0	0	3	6	-0.00301406146906124	-0.00539767325016918	-0.00524749953022912	NFT	Mic_Immune_Mic
YWHAE	0	0	0	3	6	-0.00301726583601735	-0.00382909191337471	-0.00196047631487691	NFT	Mic_Immune_Mic
ZNF721	0	0	1	3	6	-0.00302637402536575	-0.00332128265744838	-0.0018591508027407	NFT	Mic_Immune_Mic
LYN	0	0	2	3	6	-0.00302874687729426	-0.00449153975666696	-0.0025078121437516	NFT	Mic_Immune_Mic
ETFA	0	0	1	3	6	-0.00305274004927175	-0.00395887435710872	-0.00255085333418693	NFT	Mic_Immune_Mic
MAP3K14	0	0	1	4	6	-0.00309877310223711	-0.00462847030057942	-0.00367147498776279	NFT	Mic_Immune_Mic
GON4L	0	0	1	4	6	-0.00311833597659242	-0.00449221297533599	-0.00314334094217105	NFT	Mic_Immune_Mic
DDI2	0	0	0	3	6	-0.00315455359105485	-0.00295995599647403	-0.000341599920329994	NFT	Mic_Immune_Mic
VRK2	0	0	0	3	6	-0.00315690365880121	-0.00284864635718422	-0.0000823468892058908	NFT	Mic_Immune_Mic
EP400	0	0	0	3	6	-0.00318752678992916	-0.0042219397007962	-0.00194653358801038	NFT	Mic_Immune_Mic
SECISBP2	0	0	1	4	6	-0.00321001146245065	-0.00403378640267998	-0.00248070003984443	NFT	Mic_Immune_Mic
ACSL3	0	0	2	3	6	-0.00327458616121162	-0.00471004447175587	-0.0028324882758061	NFT	Mic_Immune_Mic
EHBP1L1	0	0	0	4	6	-0.00333573090572207	-0.0045743367013918	-0.00316094653915013	NFT	Mic_Immune_Mic
ABL2	0	1	0	3	6	-0.00350361611103498	-0.00314610291162081	0.000125071190346746	NFT	Mic_Immune_Mic
KIF1B	0	0	2	3	6	-0.00356070677005408	-0.00465494914245214	-0.00209682505689084	NFT	Mic_Immune_Mic
DENND6A	0	0	0	3	6	-0.00363611782414671	-0.00419085483143525	-0.00138196221478374	NFT	Mic_Immune_Mic
GGA3	0	0	2	4	6	-0.00363624120560493	-0.00505859735793987	-0.00338625360547977	NFT	Mic_Immune_Mic
SUSD6	0	1	1	4	6	-0.00363907017017631	-0.00408309630957784	-0.00251287313687554	NFT	Mic_Immune_Mic
ABCC4	0	0	1	3	6	-0.00369471763627706	-0.00470760084488041	-0.00172442199974826	NFT	Mic_Immune_Mic
CKAP5	0	0	0	3	6	-0.00373375585487482	-0.00465512755703369	-0.0011119030022626	NFT	Mic_Immune_Mic
ERICH1	0	0	0	3	6	-0.0037741747907935	-0.00515982570955703	-0.00382569237700318	NFT	Mic_Immune_Mic
LAP3	0	0	2	3	6	-0.00377599529511034	-0.00745428271849429	-0.00607053096835814	NFT	Mic_Immune_Mic
FNBP4	0	0	1	4	6	-0.0038033496357559	-0.00450140949804675	-0.00186670377919682	NFT	Mic_Immune_Mic
PRKCD	0	0	0	3	6	-0.00385059365622627	-0.0032957120703746	0.0000480108942827359	NFT	Mic_Immune_Mic
SLCO2B1	0	1	1	3	6	-0.00397820149853098	-0.00452671262937183	-0.00286921268727686	NFT	Mic_Immune_Mic
CCM2	0	0	1	3	6	-0.00404024236201937	-0.00486859703204491	-0.0030004678589061	NFT	Mic_Immune_Mic
TMEM259	0	0	2	4	6	-0.00405474078283825	-0.00583050728873523	-0.00365906053413834	NFT	Mic_Immune_Mic
USP9X	0	0	1	3	6	-0.00410928783676654	-0.00504173761540829	-0.00253423123636496	NFT	Mic_Immune_Mic
TPM3	0	0	1	4	6	-0.00413999090668627	-0.00469091271254113	-0.00227877864093856	NFT	Mic_Immune_Mic
BTAF1	0	0	1	3	6	-0.00422630540237145	-0.00480861949494037	-0.00146408900178381	NFT	Mic_Immune_Mic
PCNX1	0	2	0	3	6	-0.00446761931790387	-0.00388470683342278	0.000359181135996528	NFT	Mic_Immune_Mic
RGL1	0	0	1	3	6	-0.00454252507451763	-0.00463769779797233	-0.00283259586424827	NFT	Mic_Immune_Mic
DTX2	0	0	2	5	6	-0.00455146859850704	-0.00700294460637773	-0.00462846579299262	NFT	Mic_Immune_Mic
STK24	0	0	1	5	6	-0.00462676165849828	-0.00522094707486688	-0.00213347023392461	NFT	Mic_Immune_Mic
PITPNA	0	0	2	3	6	-0.00472393838847187	-0.0065290019302808	-0.00497228180253855	NFT	Mic_Immune_Mic
RASSF2	0	2	0	3	6	-0.0047428942442549	-0.00382737167341264	0.000452439095241767	NFT	Mic_Immune_Mic
CSF3R	0	0	1	5	6	-0.00475966347832958	-0.00615811002400265	-0.00295873020725712	NFT	Mic_Immune_Mic
PSEN1	0	0	0	4	6	-0.00482757753498831	-0.00531543532836815	-0.00105442511758484	NFT	Mic_Immune_Mic
GNA12	0	0	2	4	5	-0.0049823807127901	-0.00680155578718228	-0.00462731993346704	NFT	Mic_Immune_Mic
STX18	0	0	0	4	6	-0.00509097828991155	-0.00540580831185772	-0.000690381637171241	NFT	Mic_Immune_Mic
