gene	sig.nft.up	sig.plaq.up	sig.plaq.dw	sig.nft.dw	ntest	nft.resid	nft	plaq_n	dir	set
ADGRB3	0	0	2	4	6	-0.00510125555271553	-0.00985666216203591	-0.00778753347742716	NFT	Mic_Immune_Mic
PSMA1	0	0	1	3	6	-0.00511323878735711	-0.00674806587019729	-0.0032187310179939	NFT	Mic_Immune_Mic
BASP1	0	0	1	3	6	-0.00518385527324891	-0.00674367989631196	-0.00335662807978104	NFT	Mic_Immune_Mic
CSNK1D	0	0	0	4	6	-0.00552094457119507	-0.00638962224032147	-0.0018919579261014	NFT	Mic_Immune_Mic
SIPA1L2	0	0	1	4	6	-0.00564108361468812	-0.00723411343713158	-0.00302263736895851	NFT	Mic_Immune_Mic
SERPINB9	0	1	1	5	6	-0.00578305092075076	-0.00874912180093572	-0.00806842873533721	NFT	Mic_Immune_Mic
SKI	0	0	0	3	6	-0.00608286655574377	-0.00714124191319485	-0.00283795831181822	NFT	Mic_Immune_Mic
EPSTI1	0	0	0	3	6	-0.00612270220628744	-0.0052459196362586	-0.000356876249887678	NFT	Mic_Immune_Mic
RNF149	0	1	0	4	6	-0.00613957633865219	-0.00601841214472957	-0.000382523899388572	NFT	Mic_Immune_Mic
NEK6	0	1	1	4	6	-0.00615996250187393	-0.00754099785708453	-0.00416402293169807	NFT	Mic_Immune_Mic
MLXIP	0	0	1	4	6	-0.00638848315491346	-0.00702526586900632	-0.00266532136085819	NFT	Mic_Immune_Mic
SLC8B1	0	0	0	3	5	-0.00649980823065397	-0.00737432417320596	-0.00255072314846655	NFT	Mic_Immune_Mic
PGS1	0	1	0	3	6	-0.00673538928516252	-0.00731707655099577	-0.00195496406365041	NFT	Mic_Immune_Mic
SLC2A5	0	1	0	3	6	-0.00700217010164802	-0.00697279506514708	0.000335186594853231	NFT	Mic_Immune_Mic
ST6GALNAC3	0	0	0	4	6	-0.00706578234728777	-0.00770639861088577	-0.000713136280139792	NFT	Mic_Immune_Mic
KLHL2	0	1	0	4	6	-0.00715483151505415	-0.0067186156854241	0.000439873123741207	NFT	Mic_Immune_Mic
IL4R	0	1	0	3	6	-0.00731745761310229	-0.00673749482957126	0.00102658160922684	NFT	Mic_Immune_Mic
RAB31	0	1	1	5	6	-0.00732658450394853	-0.00816172531019335	-0.00271101338181221	NFT	Mic_Immune_Mic
SH3TC1	0	0	0	4	6	-0.00733390874211559	-0.00805578637541974	-0.00182217288826697	NFT	Mic_Immune_Mic
DENND3	0	1	0	4	6	-0.00743285777379679	-0.00682824426883672	0.00123230200700035	NFT	Mic_Immune_Mic
SEC14L1	0	0	0	4	6	-0.00840984167915448	-0.0096425021417103	-0.00387179042007633	NFT	Mic_Immune_Mic
SLC43A2	0	0	1	3	6	-0.00877569378135606	-0.0105465887016955	-0.00524135783517503	NFT	Mic_Immune_Mic
PTPN1	0	0	0	5	6	-0.00914335300921547	-0.0105898586591695	-0.00325456782187617	NFT	Mic_Immune_Mic
LIMK2	0	2	0	3	6	-0.0092297719534231	-0.0073965131169934	0.00213952125935922	NFT	Mic_Immune_Mic
TBC1D14	0	0	0	4	6	-0.0093842967823359	-0.00982281609959488	-0.000766989496407345	NFT	Mic_Immune_Mic
HRH2	0	2	0	3	6	-0.00957448138543965	-0.00792738599301585	0.00213930122292842	NFT	Mic_Immune_Mic
TYMP	0	0	0	4	6	-0.0117252868312899	-0.0143644081421834	-0.00554413082475578	NFT	Mic_Immune_Mic
CD163	0	3	0	0	4	-0.0149612305024	-0.00378141990183046	0.0188199501249385	Plaque	Mic_Immune_Mic
SLC11A1	0	3	0	2	6	-0.0144003026700499	-0.0106803533016661	0.00723422208557886	Plaque	Mic_Immune_Mic
CEBPD	1	3	0	1	6	-0.0138356745490698	-0.00787934741437239	0.0118131458807959	Plaque	Mic_Immune_Mic
ZBTB16	1	5	0	0	6	-0.0103922004365352	-0.00245232309258611	0.0126726667916997	Plaque	Mic_Immune_Mic
FAM177B	1	3	0	1	6	-0.00913204007021345	-0.00570370789045349	0.00802524697861198	Plaque	Mic_Immune_Mic
RGS1	1	4	0	0	6	-0.00849562678968365	0.00340297105387076	0.024908914910023	Plaque	Mic_Immune_Mic
TBC1D8	0	3	0	1	6	-0.00839834008442172	-0.00531696798875332	0.00691965053592675	Plaque	Mic_Immune_Mic
TBC1D16	0	4	0	0	6	-0.0077313834170817	-0.00228478734790544	0.00875842580104117	Plaque	Mic_Immune_Mic
SLA	1	5	0	0	6	-0.00701989092034109	-0.00341620401514354	0.00502107939393496	Plaque	Mic_Immune_Mic
PTK2B	0	3	0	0	6	-0.00633170164209736	-0.00351849831317579	0.0049203644441183	Plaque	Mic_Immune_Mic
HIPK2	0	4	0	2	6	-0.00612775627194635	-0.00448942085462396	0.002474070500062	Plaque	Mic_Immune_Mic
ADGRE2	0	3	0	0	6	-0.0059745628158752	-0.00110448814980914	0.00901166755634998	Plaque	Mic_Immune_Mic
PRKD3	0	3	0	1	6	-0.00585165991065708	-0.0034739110259662	0.00427430498532572	Plaque	Mic_Immune_Mic
R3HCC1L	1	4	0	0	6	-0.00559912389341256	-0.00266562132094804	0.00629669379350574	Plaque	Mic_Immune_Mic
WNT5A	0	4	0	0	6	-0.00542553963015999	-0.00109591861769323	0.00554885351792642	Plaque	Mic_Immune_Mic
HDAC4	0	4	0	0	6	-0.00521866882602644	-0.00305199909266258	0.00376771204925546	Plaque	Mic_Immune_Mic
PRKCH	0	5	0	0	6	-0.00484355344216378	-0.00164083599037862	0.00543863226845292	Plaque	Mic_Immune_Mic
PHC2	1	4	0	1	6	-0.00462538784360816	-0.0011704385280216	0.00616217507199833	Plaque	Mic_Immune_Mic
MPRIP	2	5	0	0	6	-0.00449082266249017	-0.000809915995252105	0.00713728142256157	Plaque	Mic_Immune_Mic
SP100	0	4	0	1	6	-0.00447113830094144	-0.00256451164579814	0.00328360799390922	Plaque	Mic_Immune_Mic
FKBP5	1	3	0	0	6	-0.00393562253560967	0.00241511411118845	0.0115489844555793	Plaque	Mic_Immune_Mic
ADGRG1	0	5	1	2	6	-0.00373624006581191	-0.000719180793045899	0.00389180056480468	Plaque	Mic_Immune_Mic
FLOT1	0	3	0	0	6	-0.00367153439071002	-0.00226607507294342	0.00201021664714024	Plaque	Mic_Immune_Mic
VAPA	2	3	0	0	6	-0.00345371604850179	-0.00166987889936162	0.00344886660020727	Plaque	Mic_Immune_Mic
DSCAM	0	0	3	1	6	-0.00341298867469095	-0.00660133938560381	-0.00501579572865272	Plaque	Mic_Immune_Mic
ARHGAP26	0	4	0	1	6	-0.00337931374069575	-0.0015125364958035	0.00324520893280652	Plaque	Mic_Immune_Mic
CBWD5	2	6	0	0	6	-0.00336625100103107	0.00148299578270783	0.0101127887589445	Plaque	Mic_Immune_Mic
SIRPB2	1	4	1	1	6	-0.00332942700627734	0.000136698567801761	0.00409775078183465	Plaque	Mic_Immune_Mic
RBPJ	1	5	0	0	6	-0.00317972379542782	-0.000640257475261307	0.00449322099046232	Plaque	Mic_Immune_Mic
WASF2	0	3	0	0	6	-0.00307351624276402	-0.00185497228147566	0.00181224387460252	Plaque	Mic_Immune_Mic
TLR5	2	5	0	0	6	-0.00301373600647218	0.00173987798627261	0.00839653694095588	Plaque	Mic_Immune_Mic
PELI1	0	3	0	0	6	-0.00300855688179654	-0.000428869933835097	0.00437132776668528	Plaque	Mic_Immune_Mic
ARHGAP6	0	4	0	0	6	-0.00298924137450441	-0.0009781030283792	0.00311631245152352	Plaque	Mic_Immune_Mic
NUMB	1	4	0	0	6	-0.00298362888720281	-0.00145987154182231	0.00284415900207049	Plaque	Mic_Immune_Mic
ENOX2	1	4	0	1	6	-0.00295254818938868	0.000128719155684658	0.00409109938057342	Plaque	Mic_Immune_Mic
PREX1	0	3	0	0	6	-0.00282529555082762	-0.00124170885946282	0.0025498067544974	Plaque	Mic_Immune_Mic
ATP11A	0	4	0	1	6	-0.0027978115019661	-0.00184861637116141	0.00136327351399741	Plaque	Mic_Immune_Mic
REL	1	3	0	0	6	-0.00279667285008712	-0.00177022277925551	0.002122521980019	Plaque	Mic_Immune_Mic
RBMS1	1	4	0	0	6	-0.0027913246190824	0.000631448760974399	0.00533646496605295	Plaque	Mic_Immune_Mic
GDI2	0	0	3	2	6	-0.00277614863547701	-0.0040712575394771	-0.00259180256881714	Plaque	Mic_Immune_Mic
PDPK1	0	0	3	2	6	-0.00276493038789643	-0.00423022246280054	-0.00335421512005398	Plaque	Mic_Immune_Mic
DCAF6	0	3	0	0	6	-0.0027217870255708	-0.000523152998044382	0.00474061153628153	Plaque	Mic_Immune_Mic
HK2	1	3	0	0	6	-0.00260485372898834	0.000428241392293538	0.00782390107079505	Plaque	Mic_Immune_Mic
RASGEF1C	0	0	3	1	6	-0.00258732153439168	-0.00807384108351972	-0.00885201123215304	Plaque	Mic_Immune_Mic
ASCC1	1	3	0	0	6	-0.00255579391582561	-0.000149587945470662	0.0041695955848805	Plaque	Mic_Immune_Mic
USP15	1	4	0	0	6	-0.00245727602480231	0.000529301552569585	0.00588721313026432	Plaque	Mic_Immune_Mic
CCSER2	0	0	3	2	6	-0.00241613663808453	-0.00463813959987177	-0.00448682638259648	Plaque	Mic_Immune_Mic
NXN	0	0	6	2	6	-0.00241089055115794	-0.00821622499692401	-0.0112648534117334	Plaque	Mic_Immune_Mic
RASA2	0	4	0	0	6	-0.00234182219676666	0.000632502845118714	0.00532658801540784	Plaque	Mic_Immune_Mic
TLR2	1	4	0	0	6	-0.00233710335393857	0.00180478406502822	0.0078267000747769	Plaque	Mic_Immune_Mic
TMED8	1	4	0	0	4	-0.00232195555368403	0.00443886575199235	0.0117600249355137	Plaque	Mic_Immune_Mic
GOLGB1	0	4	0	0	6	-0.00230474405792209	-0.0000441878500269011	0.00283528627869911	Plaque	Mic_Immune_Mic
SETBP1	0	0	3	1	6	-0.00217144932149716	-0.00522653732829584	-0.00487367034359337	Plaque	Mic_Immune_Mic
SORT1	2	3	0	0	6	-0.00213504882745419	0.0012506022522053	0.00709631548460682	Plaque	Mic_Immune_Mic
IRS2	1	4	0	0	6	-0.00204255780090567	0.0023858378790344	0.00697174974460458	Plaque	Mic_Immune_Mic
CTTNBP2	0	3	0	0	6	-0.0019637659458841	-0.0000449674872185896	0.00341021307016251	Plaque	Mic_Immune_Mic
TBC1D9	0	0	3	2	6	-0.00194352941437092	-0.0036049860842261	-0.00398495193585221	Plaque	Mic_Immune_Mic
AIDA	2	4	0	0	6	-0.00192721014742059	0.00296467726536669	0.00844239557314618	Plaque	Mic_Immune_Mic
IGF2R	1	3	0	0	6	-0.0019131590029136	-0.0000356686038774101	0.00342626410121161	Plaque	Mic_Immune_Mic
INTS10	0	3	0	0	6	-0.00191101494854662	0.000538642906640127	0.00497194350995868	Plaque	Mic_Immune_Mic
PTEN	0	4	0	0	6	-0.00185785358973928	0.000140415605478879	0.00274954497237648	Plaque	Mic_Immune_Mic
PARN	0	0	4	2	6	-0.00181949559705235	-0.00335031845425873	-0.00229199862604183	Plaque	Mic_Immune_Mic
MANBA	0	0	3	2	6	-0.0017699871758757	-0.00348903367680312	-0.00316547722217686	Plaque	Mic_Immune_Mic
DDX46	1	3	0	0	6	-0.00173921702215893	-0.000893910270509501	0.00111408744474735	Plaque	Mic_Immune_Mic
CLIP1	0	0	4	2	6	-0.00173682964005842	-0.00324695527247972	-0.0035639157703927	Plaque	Mic_Immune_Mic
SLC1A3	0	3	0	0	6	-0.00170859224675716	0.000650349361992793	0.00448911420873717	Plaque	Mic_Immune_Mic
DEK	2	4	0	0	6	-0.00169270765142979	0.000501934234890746	0.00426323709613501	Plaque	Mic_Immune_Mic
CDC42BPB	0	0	3	2	6	-0.00168697060811472	-0.00348671998595964	-0.0040582533005755	Plaque	Mic_Immune_Mic
GTDC1	2	5	0	0	6	-0.00164600973248285	0.00211113973498064	0.00632087031006588	Plaque	Mic_Immune_Mic
SSH2	1	3	0	0	6	-0.00155281966331355	0.000485403352196146	0.00415485636984464	Plaque	Mic_Immune_Mic
CSF2RA	0	0	3	1	6	-0.00153220685759018	-0.00355147376392788	-0.00282516476840163	Plaque	Mic_Immune_Mic
OLA1	0	4	0	0	6	-0.0015008008143572	0.000785116163108238	0.00428426393197789	Plaque	Mic_Immune_Mic
GBE1	2	3	0	0	6	-0.0014964623650888	0.00275968401916476	0.00900809221107492	Plaque	Mic_Immune_Mic
HIF1A	2	3	0	0	6	-0.00142807608441821	0.00164866888104122	0.00501895482398512	Plaque	Mic_Immune_Mic
NAALADL2	0	0	3	2	6	-0.0013841531142519	-0.0046111603301264	-0.00715242007104914	Plaque	Mic_Immune_Mic
MKNK1	0	0	5	2	6	-0.00135049609505214	-0.00535211712684731	-0.00816451065385102	Plaque	Mic_Immune_Mic
DOCK5	2	5	0	0	6	-0.0013402805919366	0.0035791278441648	0.00879622259206769	Plaque	Mic_Immune_Mic
ERGIC1	0	3	0	0	6	-0.00129526932252791	0.00068068787530721	0.00302344297764524	Plaque	Mic_Immune_Mic
SIGLEC8	2	3	0	0	6	-0.00124461006809421	0.00230062644491249	0.00671860061883532	Plaque	Mic_Immune_Mic
ZNRF2	0	0	4	2	6	-0.00118329544280685	-0.00370738043501195	-0.00489371554727413	Plaque	Mic_Immune_Mic
TTC28	0	0	3	2	6	-0.00116095854909036	-0.00378486668407433	-0.00616895573848439	Plaque	Mic_Immune_Mic
LRMP	0	0	3	2	6	-0.00114143542220067	-0.00352518377822782	-0.00438311387338176	Plaque	Mic_Immune_Mic
RB1	2	4	0	0	6	-0.00114041801032543	0.000886970724606638	0.00371740284772636	Plaque	Mic_Immune_Mic
ELL2	2	3	0	0	6	-0.00111625019943143	0.0021004237649677	0.00648533442680693	Plaque	Mic_Immune_Mic
TNFAIP8	2	5	0	0	6	-0.00107529269850926	0.0042884180421894	0.00954856262709339	Plaque	Mic_Immune_Mic
CYBA	1	3	0	0	6	-0.00107170534284992	0.000232985461107748	0.00228821507552074	Plaque	Mic_Immune_Mic
LRRFIP1	0	4	0	0	6	-0.0010707355118118	0.00108439761802688	0.00336948974279806	Plaque	Mic_Immune_Mic
SPOP	1	3	0	0	6	-0.00106999416782614	0.000715299400652762	0.00332322876009233	Plaque	Mic_Immune_Mic
GSN	0	3	0	0	6	-0.00104884525877275	0.000902645462659079	0.00286105022545204	Plaque	Mic_Immune_Mic
RAC1	0	0	4	2	6	-0.00104056785657922	-0.00287634026671856	-0.00417416139998355	Plaque	Mic_Immune_Mic
PUM3	1	3	0	0	6	-0.000949468785140958	0.00143956728413579	0.00422151057059381	Plaque	Mic_Immune_Mic
CLEC7A	0	4	0	0	6	-0.000947397093170504	0.00140534013220847	0.00305029544759449	Plaque	Mic_Immune_Mic
OSTF1	0	0	3	2	6	-0.000939003553575463	-0.0027005110860902	-0.00403618970801544	Plaque	Mic_Immune_Mic
CDC42	0	0	3	0	6	-0.000883212717556348	-0.00231577025233464	-0.00323679495183062	Plaque	Mic_Immune_Mic
CELF2	1	3	0	0	6	-0.000874847453194291	0.000440220052310581	0.00253618956245956	Plaque	Mic_Immune_Mic
LST1	0	0	3	2	6	-0.000837506333113954	-0.00370571074146575	-0.00593520039095314	Plaque	Mic_Immune_Mic
SLC22A23	0	0	5	1	6	-0.00083476093923461	-0.00886461463881749	-0.0136526363199409	Plaque	Mic_Immune_Mic
TBXAS1	0	3	0	0	6	-0.000808430015915719	0.000420310146219032	0.00174591404327775	Plaque	Mic_Immune_Mic
SLC20A2	0	4	0	1	6	-0.000786131029376404	0.00181451838836607	0.00429302767585303	Plaque	Mic_Immune_Mic
E2F3	1	4	0	0	6	-0.000762137485819222	0.00148873293122397	0.00322299973679961	Plaque	Mic_Immune_Mic
ABL1	0	0	3	2	6	-0.000748208871041403	-0.00274012333232835	-0.0037446366096438	Plaque	Mic_Immune_Mic
WDPCP	0	0	3	2	6	-0.00072408349070863	-0.00312129939706527	-0.00390111260622958	Plaque	Mic_Immune_Mic
TRPC4AP	0	0	3	0	6	-0.000709408294821448	-0.00183625918024226	-0.00154958056331531	Plaque	Mic_Immune_Mic
KLHL8	1	3	0	0	6	-0.000692663403743255	0.00231932329108264	0.00580889247178528	Plaque	Mic_Immune_Mic
PARVG	2	4	0	0	6	-0.0006772341456573	0.00191063600829766	0.00494361541689781	Plaque	Mic_Immune_Mic
ADAM10	0	0	3	0	6	-0.000617809487472844	-0.00171182313336531	-0.00161777462851608	Plaque	Mic_Immune_Mic
PANK2	0	0	3	2	6	-0.000529831099385061	-0.00279989347767503	-0.00412092452741957	Plaque	Mic_Immune_Mic
YTHDC2	0	0	3	2	6	-0.000485443693870574	-0.0019657924021419	-0.00248912088348014	Plaque	Mic_Immune_Mic
FAM13A	2	4	0	0	6	-0.000469717366160155	0.00364679586336201	0.00914481969835112	Plaque	Mic_Immune_Mic
SH3RF3	0	0	3	1	6	-0.00041612442658749	-0.00205752671843089	-0.00223385874742467	Plaque	Mic_Immune_Mic
ELMO1	0	3	0	0	6	-0.000415505046775762	0.000538626779509665	0.00151604900664894	Plaque	Mic_Immune_Mic
RNF13	2	4	0	0	6	-0.00040832017281998	0.00123047676294793	0.00302853003393635	Plaque	Mic_Immune_Mic
DARS	2	5	0	0	6	-0.000402186033241134	0.00342255139825161	0.00813879819929788	Plaque	Mic_Immune_Mic
SRPK2	0	0	3	2	6	-0.000398779900664731	-0.00230084169672432	-0.00365097559748359	Plaque	Mic_Immune_Mic
STK38	2	3	0	0	6	-0.000380253027943216	0.00154188285392392	0.00404360786284338	Plaque	Mic_Immune_Mic
RBM25	0	0	3	2	6	-0.000367149945900823	-0.00243250046560482	-0.00464286740016241	Plaque	Mic_Immune_Mic
TRPM2	0	3	0	0	6	-0.000325330676885698	0.000717672524633047	0.00130805401477966	Plaque	Mic_Immune_Mic
EPS15	0	3	1	1	6	-0.000303410267120853	0.00175613203527969	0.0017175199879471	Plaque	Mic_Immune_Mic
KMT5B	0	0	3	2	6	-0.000286462655262313	-0.00173134478978953	-0.00290354830925923	Plaque	Mic_Immune_Mic
UTRN	1	4	0	0	6	-0.000252198266030137	0.0022572613401641	0.00434436391776581	Plaque	Mic_Immune_Mic
FLOT2	0	3	0	0	6	-0.000225732330388397	0.00231559403357056	0.00441628313750825	Plaque	Mic_Immune_Mic
VSIG4	1	3	0	0	6	-0.000158904225745053	0.00284237914779449	0.00564814080577026	Plaque	Mic_Immune_Mic
TNRC6A	0	0	3	1	6	-0.000152063830026589	-0.00212550060054637	-0.00377715991654469	Plaque	Mic_Immune_Mic
FNDC3A	2	4	0	0	6	-0.00015030655115276	0.00316124436540512	0.00635961012316422	Plaque	Mic_Immune_Mic
HSPBAP1	0	4	0	0	6	-0.0000769016502810386	0.00206428075263942	0.00355911499239573	Plaque	Mic_Immune_Mic
PACS2	0	0	3	1	6	-0.0000680510358113125	-0.00145285661182411	-0.00258079354009423	Plaque	Mic_Immune_Mic
CBFA2T2	0	0	3	1	6	-0.0000661154935833328	-0.00203999199322218	-0.00383673006203831	Plaque	Mic_Immune_Mic
ZSWIM6	0	0	3	2	6	-0.0000171447582140554	-0.001761959492615	-0.00462474215781557	Plaque	Mic_Immune_Mic
LRRK2	2	5	0	0	6	-0.0000108825546545134	0.00617895175350101	0.0101798827917941	Plaque	Mic_Immune_Mic
ZNF277	0	3	0	0	6	0.00000477688444400029	0.00186400251688796	0.00305918296441415	Plaque	Mic_Immune_Mic
GPBP1	0	0	3	1	6	0.0000192896412602218	-0.00214634384737113	-0.00327380526820857	Plaque	Mic_Immune_Mic
KDM2B	0	0	4	0	6	0.0000582032729743259	-0.00210820819462295	-0.00426666043474657	Plaque	Mic_Immune_Mic
FRMD4A	0	0	3	1	6	0.000110556639114442	-0.00218949105904312	-0.00492831571681805	Plaque	Mic_Immune_Mic
MACF1	0	0	3	2	6	0.00012259904860318	-0.00101496657015895	-0.00271520381356814	Plaque	Mic_Immune_Mic
ZNF33A	0	3	0	0	6	0.0001770040241536	0.00224390869085909	0.00332226777534169	Plaque	Mic_Immune_Mic
POGZ	0	0	3	1	6	0.000211011002236602	-0.00142870993515342	-0.00310118185214015	Plaque	Mic_Immune_Mic
EFR3A	2	3	0	0	6	0.000258582147395158	0.00222968553247114	0.00369322899110364	Plaque	Mic_Immune_Mic
ZKSCAN1	0	0	3	1	6	0.000266129160125322	-0.00178668626061281	-0.00421642028944623	Plaque	Mic_Immune_Mic
RAP1A	0	3	0	0	6	0.000270017357153641	0.00161100943340494	0.00239940638193983	Plaque	Mic_Immune_Mic
MRC2	0	0	4	2	6	0.00027329329997668	-0.00428284472116637	-0.00823036860210237	Plaque	Mic_Immune_Mic
PPARGC1B	1	3	0	0	5	0.000279507348343771	0.00252993434870077	0.00268004236009224	Plaque	Mic_Immune_Mic
ARHGAP17	0	0	5	2	6	0.000286096588298082	-0.00366006693254636	-0.0074363533487784	Plaque	Mic_Immune_Mic
UBE2E3	0	0	3	0	6	0.000288719069039427	-0.000948544349538314	-0.0029340435343082	Plaque	Mic_Immune_Mic
CASK	0	3	0	0	6	0.000332990474121889	0.00216252653777104	0.00308889215784062	Plaque	Mic_Immune_Mic
ROCK2	0	0	3	1	6	0.00035144908443493	-0.000663930093243653	-0.00255497320829364	Plaque	Mic_Immune_Mic
TRAF3	0	0	4	2	6	0.000393306085611246	-0.00388743243845158	-0.00844429687655375	Plaque	Mic_Immune_Mic
LPAR1	0	0	3	2	6	0.000424990472814627	-0.00209534160466308	-0.00491570553751727	Plaque	Mic_Immune_Mic
KDM7A	0	0	3	0	6	0.000443558452695192	-0.002034183717969	-0.00410574025579495	Plaque	Mic_Immune_Mic
PIBF1	2	3	0	0	6	0.000446842681464073	0.00210825253007349	0.00268381254165504	Plaque	Mic_Immune_Mic
PIP5K1B	0	0	4	2	6	0.00044869638143213	-0.00265169415016926	-0.00624944001546879	Plaque	Mic_Immune_Mic
STK17A	2	3	0	0	5	0.000448871821112204	0.00237761683351709	0.00333822165125327	Plaque	Mic_Immune_Mic
CLEC2D	1	3	0	0	6	0.000531605624884925	0.00398950116900863	0.007192920447019	Plaque	Mic_Immune_Mic
UBE2H	0	0	3	0	6	0.000546010286651441	-0.00134434516521242	-0.00387625824752251	Plaque	Mic_Immune_Mic
UBE2G2	1	3	0	0	6	0.000556775674777837	0.00208293156659064	0.00263805467729101	Plaque	Mic_Immune_Mic
SCARB1	0	0	4	2	6	0.000591215737345798	-0.0024372564150541	-0.00620218498930319	Plaque	Mic_Immune_Mic
NLRP1	0	0	4	1	6	0.000607991998096423	-0.00394467570062968	-0.00846085464966603	Plaque	Mic_Immune_Mic
CMSS1	0	4	0	0	6	0.000617810458320476	0.0034059671840105	0.0040222726286285	Plaque	Mic_Immune_Mic
FMNL3	0	0	4	1	6	0.000640986424147799	-0.00189922272153459	-0.00541915498005158	Plaque	Mic_Immune_Mic
SNX18	0	0	5	2	6	0.000643018422944445	-0.00272216138255877	-0.00704896098815533	Plaque	Mic_Immune_Mic
SND1	1	4	0	1	6	0.00070383696705254	0.00270973529224599	0.00269586361566935	Plaque	Mic_Immune_Mic
MBP	2	3	0	0	6	0.000722690807156324	0.00278900023786139	0.00415637364039854	Plaque	Mic_Immune_Mic
FARP1	2	4	0	0	6	0.000752773448732752	0.00378171159460368	0.0057447365076893	Plaque	Mic_Immune_Mic
TBC1D1	2	4	0	0	6	0.000814476349155552	0.00259280218683545	0.00290970473601855	Plaque	Mic_Immune_Mic
STAG1	1	4	0	0	6	0.000815946551717825	0.00202473281678999	0.00192761434775347	Plaque	Mic_Immune_Mic
ATP2B1	0	0	3	1	6	0.000858869324611415	-0.00114170634115989	-0.00335425483461766	Plaque	Mic_Immune_Mic
AIG1	0	0	4	2	6	0.00090669897667799	-0.00127514377927675	-0.00424819188515888	Plaque	Mic_Immune_Mic
SLC39A11	1	3	0	1	6	0.000913226049553565	0.00209670958965861	0.00145801576754644	Plaque	Mic_Immune_Mic
CPPED1	1	3	0	0	4	0.000947055500791692	0.0041849768398777	0.00584000453029672	Plaque	Mic_Immune_Mic
TRPS1	2	5	0	0	6	0.00096403844290532	0.00411226886395449	0.004423631322624	Plaque	Mic_Immune_Mic
SF3B1	0	0	3	0	6	0.000983933144965842	-0.00068816903436756	-0.00280931467179539	Plaque	Mic_Immune_Mic
ULK2	0	0	4	1	6	0.000986696637343451	-0.00202699486079319	-0.00547920692972088	Plaque	Mic_Immune_Mic
FNDC3B	1	3	0	0	6	0.00101192450049981	0.00367120525863726	0.00433541297943127	Plaque	Mic_Immune_Mic
STOM	2	3	0	0	5	0.0010259688172516	0.00361863625912157	0.00389666455338752	Plaque	Mic_Immune_Mic
BCAS3	0	0	4	1	6	0.00105098472706168	-0.00100134250957504	-0.00330938553304097	Plaque	Mic_Immune_Mic
RABEP1	1	3	0	0	6	0.00109979083574105	0.00217052504151079	0.00137406378287387	Plaque	Mic_Immune_Mic
SUCO	0	0	3	0	5	0.00110094302429582	-0.00128204930982307	-0.00422034604844498	Plaque	Mic_Immune_Mic
FBXO28	2	3	0	0	6	0.00110108044130152	0.00245750703257856	0.00200378016957167	Plaque	Mic_Immune_Mic
ALG13	0	0	3	0	6	0.00113598071726433	-0.000893448982934042	-0.00442479087973523	Plaque	Mic_Immune_Mic
GAB1	2	3	0	0	6	0.00124695830402473	0.00385781361576151	0.00540176988136409	Plaque	Mic_Immune_Mic
MCM3AP	0	0	3	2	6	0.00127012626970344	-0.00113229458273736	-0.00498031330864839	Plaque	Mic_Immune_Mic
ACYP2	0	0	5	2	6	0.00127870926239607	-0.00154331017275651	-0.00607450168928835	Plaque	Mic_Immune_Mic
GALNT10	0	4	0	0	6	0.00129897987332837	0.00545076160512024	0.00676360918571033	Plaque	Mic_Immune_Mic
NMT1	1	3	0	0	6	0.00131338379992181	0.00306677709838141	0.00425344574456779	Plaque	Mic_Immune_Mic
OTULIN	0	0	3	0	4	0.00132725449149711	-0.00101974342594559	-0.00468947201473721	Plaque	Mic_Immune_Mic
HNRNPK	2	3	0	0	6	0.00133890381864285	0.00304321239601566	0.00400875953233714	Plaque	Mic_Immune_Mic
STRBP	0	0	5	1	6	0.00135324364002004	-0.00195832862414728	-0.00607441214105856	Plaque	Mic_Immune_Mic
DOPEY1	0	0	3	0	6	0.00138443391065634	-0.000248286770554649	-0.00298990056014718	Plaque	Mic_Immune_Mic
ZNF710	0	0	3	2	6	0.00138808305473024	-0.000637404410659738	-0.00381379661291195	Plaque	Mic_Immune_Mic
NCK1	0	0	3	0	6	0.00141165521136218	-0.000217206073974761	-0.00351695122618067	Plaque	Mic_Immune_Mic
CCDC50	0	0	3	1	6	0.00144941517587406	-0.000666287501004208	-0.00467627819316614	Plaque	Mic_Immune_Mic
MAD1L1	2	4	0	0	6	0.00153802075786033	0.00399487035672163	0.00442700990984377	Plaque	Mic_Immune_Mic
ECHDC2	0	0	3	1	3	0.00161574168225199	-0.00228501835689985	-0.0100050337911403	Plaque	Mic_Immune_Mic
RALGPS2	0	0	3	0	6	0.00169902897585068	-0.00096982052134882	-0.00436874216142899	Plaque	Mic_Immune_Mic
PLPP1	0	0	3	2	6	0.00174257836030582	-0.00124135454098877	-0.00535211780140109	Plaque	Mic_Immune_Mic
TPCN1	0	0	3	0	6	0.00178462777069451	-0.00156549216777678	-0.00688520276581493	Plaque	Mic_Immune_Mic
MAP3K5	1	0	3	2	6	0.00183311091752197	0.000272056331545736	-0.00382068555087364	Plaque	Mic_Immune_Mic
NCKAP5	0	0	4	1	6	0.00187766299801785	-0.00152955788698385	-0.00689962537597036	Plaque	Mic_Immune_Mic
OXR1	2	4	0	0	6	0.00191289056288586	0.00522251636793827	0.00590276138449613	Plaque	Mic_Immune_Mic
ZNF518A	0	0	3	1	6	0.00195100580446768	-0.000539858212458673	-0.00469023901976068	Plaque	Mic_Immune_Mic
