"gene_id"	"lambda"	"p.value"	"p.adjusted"	"ci.hi"	"ci.lo"	"logFC"	"z"	"SE"	"logFC.CPM"	"SYMBOL"
"ENSG00000182183"	6.82302094930753	0.00899902186360553	0.043635709105698	2.36699826987604e-05	-0.000282321276552599	-0.000129325646926919	-1.65673758704255	7.80589947069795e-05	-0.26009421443203	"PLEKHH1"
"ENSG00000004700"	9.41835961399102	0.00901216626767645	0.0436893695591186	0.00739793615784655	0.00070444796994378	0.00405119206389516	2.372512004739	0.00170752249691397	-0.00554830621033875	"MTHFR"
"ENSG00000141639"	9.4178971789479	0.00901425027934546	0.0436893988296999	1.28499994049229	-0.218189324148642	0.533405308171822	1.39098278276886	0.383466649143094	0	"LOC100505782"
"ENSG00000140057"	9.41266713754504	0.0090378535785412	0.0437937016567939	0.00437261380363481	0.00029583385780034	0.00233422383071757	2.24441578934676	0.00103999488414145	0.248700072468282	"HES4"
"ENSG00000075239"	9.41028239568936	0.00904863647972972	0.0438257502848001	0.028067359405273	0.00152220232778093	0.0147947808665269	2.18474786740985	0.00677172374425817	-0.724363044404498	"HEXD"
"ENSG00000125144"	9.41052787796434	0.0090475259079533	0.0438257502848001	-0.00209195865825817	-0.0146304982117424	-0.00836122843500027	-2.61397374538072	0.00319860702895005	-0.475803817246834	"TRIM13"
"ENSG00000205302"	9.40840140874889	0.00905715066639437	0.0438568845603274	0.0617714950820007	0.00364276535881889	0.0327071302204098	2.20561493688033	0.0148287575824443	-1.32651154506151	"THEMIS2"
"ENSG00000155313"	9.40633926298688	0.0090664940648603	0.0438920188150329	0.300838511137602	0.0364320862528075	0.168635298695205	2.50008381686464	0.0674506185930598	-0.242799719416254	"CCL3"
"ENSG00000111850"	9.40418169075542	0.00907628015037331	0.0439292795031305	0.0102104035216086	-0.0330359674309464	-0.0114127819546689	-1.03447485196388	0.0110322374878967	0.490082045557935	"ADCY3"
"ENSG00000077713"	9.39579701301818	0.00911441086502092	0.0440935316238069	0.14345335969355	-0.0168965369078024	0.0632784113928738	1.54690972626291	0.040905585867692	1.42716107721436	"NRSN1"
"ENSG00000006282"	9.39611643103967	0.00911295532771245	0.0440935316238069	-0.000883583253433256	-0.028917546940571	-0.0149005650970021	-2.08351350278862	0.00715152134875963	0.0404948911395233	"CCDC183-AS1"
"ENSG00000127507"	6.79913416330373	0.00912020904335108	0.0441114320534751	3.64694338198364e-05	-0.000393142244282132	-0.000178336405231148	-1.62720405054924	0.000109594815842339	0	"OC90"
"ENSG00000163510"	9.39166332627701	0.00913326840577259	0.0441644361157702	0.0107435909066193	-0.000517920631106571	0.00511283513775634	1.77968520394856	0.00287283457595047	0.554040875302885	"LMBR1"
"ENSG00000218739"	9.38892563502282	0.00914577900087418	0.0442064897656152	0.0327522718877662	-0.00731432129523994	0.0127189752962631	1.24436501936	0.0102210696895424	-0.0375059846321556	"PCIF1"
"ENSG00000165959"	9.38884006831722	0.00914617029633418	0.0442064897656152	-0.003723557346059	-0.0377322097269653	-0.0207278835365122	-2.38915113438093	0.00867567662778222	-0.335530674542122	"PRKAR1B"
"ENSG00000145476"	9.38584350681481	0.0091598840982337	0.0442625978316165	-0.00267829628873871	-0.0236889120159568	-0.0131836041523478	-2.45965084131835	0.00535985095082095	-0.643845199357282	"THRA"
"ENSG00000197057"	9.38392980361243	0.00916865294257213	0.0442947904681937	0.008445504702457	0.000962789845896614	0.00470414727417681	2.46433531468203	0.0019088558307552	-0.246404881524049	"TMPO"
"ENSG00000132819"	9.38180638521516	0.0091783925551436	0.0443316571265551	0.00723839542702549	0.000265164236626482	0.00375177983182599	2.10902324834061	0.00177888550775485	0	"APOBEC3C"
"ENSG00000196323"	9.3670762449733	0.00924624160973043	0.0446491111264544	0.0729172016617926	-0.0196123464997703	0.0266524275810111	1.12910522524401	0.0236044765718273	0	"SDR16C5"
"ENSG00000116815"	9.36261674428351	0.00926688142241204	0.0447385033079709	0.00684319490404878	0.00018242687745689	0.00351281089075283	2.06732400914987	0.00169917551698773	1.18822126293292	"ARHGAP10"
"ENSG00000112697"	9.36049562236371	0.00927671472855728	0.0447654182161847	0.0186719367627576	0.00279259873313081	0.0107322677479442	2.64933692061542	0.00405085153817011	2.1013437674397	"PAQR5"
"ENSG00000101191"	9.36053860060019	0.0092765153822795	0.0447654182161847	0.0476539892856068	-0.0205745245400439	0.0135397323727815	0.77789728437514	0.0174052331187885	-0.0266366313692473	"GS1-24F4.2"
"ENSG00000171314"	9.35713055585336	0.00929233624776438	0.0448305116129523	0.00775557073362736	0.000284697240990223	0.00402013398730879	2.10934312725708	0.00190583507465233	0.014839480577839	"SPDYE2B"
"ENSG00000077463"	9.3532667632474	0.00931030542951661	0.0449035902017298	-0.000531234905519413	-0.00331900121290926	-0.00192511805921434	-2.70694286823526	0.000711164874334145	-0.451790277639177	"LINC02231"
"ENSG00000099917"	9.35295535195837	0.00931175520949069	0.0449035902017298	0.0364064065204358	-0.0523360357139617	-0.0079648145967629	-0.351821504122259	0.0226383781210198	-0.993306221345934	"DPY19L3-DT"
"ENSG00000074410"	9.34683400981203	0.00934029908873103	0.0450309076680968	-0.000333086259516247	-0.00239499740668772	-0.00136404183310198	-2.59319890670687	0.000525997741625376	0.564029666464944	"ZNG1C"
"ENSG00000038274"	9.34302577274309	0.00935810106850452	0.0451063904092864	0.00435511263549686	0.000338969508635095	0.00234704107206598	2.29081276547041	0.0010245263078729	-0.542767189688493	"PIK3C2B"
"ENSG00000137267"	9.34108386258123	0.00936719177690541	0.0451398595254266	0.00278434295790022	7.2408527592199e-05	0.00142837574274621	2.06462588540922	0.000691820007731639	1.11929733787793	"SLC38A2"
"ENSG00000164211"	9.33135710204874	0.00941285895094811	0.0453495324114766	0.00586158056503664	0.000252220538112035	0.00305690055157434	2.13622051594046	0.00143095919054199	0.342122218514233	"SAMD10"
"ENSG00000118507"	9.33042591421327	0.0094172425412315	0.0453520185605767	0.0760273028569755	-0.0370346503813997	0.0194963262377879	0.675949710091118	0.0288423350097896	1.05492408172694	"SINHCAF"
"ENSG00000148606"	9.33033108087102	0.00941768908611071	0.0453520185605767	0.0143779651920825	-0.00181720393288007	0.00628038062960119	1.52012242024052	0.0041314206951435	-0.191966494667253	"NADSYN1"
