"gene_id"	"lambda"	"p.value"	"p.adjusted"	"ci.hi"	"ci.lo"	"logFC"	"z"	"SE"	"logFC.CPM"	"SYMBOL"
"ENSG00000196323"	67.7064306847233	1.98488514806643e-15	5.50556863299429e-14	0.965812589494337	0.633022659788563	0.79941762464145	9.41632911962849	0.0848953902310649	0.535305353156926	"SDR16C5"
"ENSG00000037749"	67.6976586866731	1.99360997193866e-15	5.52248348616736e-14	-0.30024306557322	-0.792067140676755	-0.546155103124987	-4.35295621456673	0.125465325281514	-1.17056550481964	"FCRL2"
"ENSG00000123636"	67.6888347169224	2.00242518096717e-15	5.53960387234668e-14	1.50811679627402	0.646076842731607	1.07709681950281	4.89784949157647	0.219908151413881	0.135441408625104	"ICAM5"
"ENSG00000114331"	67.6739540336421	2.01737947195199e-15	5.5736403939278e-14	0.318370528226848	-0.162505196731482	0.0779326657476827	0.635279387820594	0.122672378815901	0.00340026344943787	"TRPM6"
"ENSG00000124788"	67.6675934262239	2.02380556441582e-15	5.58405669184286e-14	1.30563375305256	0.680783506014761	0.99320862953366	6.23078298279877	0.159400573223928	-0.277183303337846	"DSC1"
"ENSG00000112769"	67.6485081666779	2.04321043112577e-15	5.62284022440044e-14	0.843934579013746	0.578677637532731	0.711306108273238	10.5115767860023	0.0676675871125037	0.599765806283466	"HCN4"
"ENSG00000139514"	67.6503737325766	2.04130544787976e-15	5.62284022440044e-14	1.82407223079345	1.0009485693349	1.41251040006417	6.72674020087919	0.209980525882283	0.622853513872131	"PRSS40A"
"ENSG00000100364"	67.611949870772	2.08090201241454e-15	5.71908036745303e-14	-0.401523210117284	-0.850749456385261	-0.626136333251273	-5.4636374111249	0.114598532211219	0.0495078493360586	"NUDT18"
"ENSG00000172915"	67.5751978607659	2.11949417714205e-15	5.81754113242972e-14	1.02559283239168	0.435664988816141	0.730628910603909	4.85485256016412	0.150491796830494	0.322883415685272	"SH2D7"
"ENSG00000129292"	67.4740171548401	2.22947875832866e-15	6.11144600962974e-14	0.860635340146079	0.486517358994308	0.673576349570194	7.05758852825613	0.0954382604979008	0.533497002292961	"CCDC12"
"ENSG00000074657"	67.4674636944783	2.23679614066035e-15	6.12352068455519e-14	1.1694387342042	0.581017722078684	0.875228228141441	5.83057290633978	0.150107401052427	0.434550629096858	"LINC00601"
"ENSG00000143776"	67.450117969951	2.25627993349764e-15	6.16882777656538e-14	1.2808344474002	0.546758879753531	0.913796663576865	4.8796299147926	0.187264175420068	0.16728149486377	"HDAC6"
"ENSG00000112584"	67.373878871269	2.34394863780674e-15	6.4001974168684e-14	1.05444010350445	0.519270019767016	0.786855061635735	5.76342971598434	0.136522980545264	0.190474713031902	"SEPTIN12"
"ENSG00000108306"	67.1172524554559	2.66485638586034e-15	7.26700460605884e-14	0.867317659364604	0.355722950475065	0.611520304919835	4.6855753299693	0.130508854308556	0.0579125062178492	"SLC39A12-AS1"
"ENSG00000067955"	67.1023031902732	2.68484983701776e-15	7.31204246415783e-14	0.35686578092848	-0.147111938020804	0.104876921453838	0.815730462400238	0.128565744629919	-0.218374057721504	"CHKB-DT"
"ENSG00000079819"	67.0953829597656	2.69415581749092e-15	7.32438946489579e-14	0.52106615430677	0.262043631742028	0.391554893024399	5.92561203326584	0.0660771741236588	0.494381418365747	"PIK3C2G"
"ENSG00000055609"	67.0937542224819	2.69635074712454e-15	7.32438946489579e-14	1.25757190047325	0.542993779008438	0.900282839740843	4.93863970582926	0.18229033710837	0.26632582857816	"PRDM14"
"ENSG00000164808"	67.0669259749338	2.73276360708467e-15	7.41372320502646e-14	-0.0298875055019121	-0.529018290777002	-0.279452898139457	-2.19468576928914	0.127329281957931	-0.1989375561996	"TSPAN18"
"ENSG00000185236"	66.9611497266305	2.88118460740975e-15	7.80630236736984e-14	-0.103189498875456	-0.446275557274757	-0.274732528075106	-3.13895506521663	0.0875219536732912	-0.12386080621145	"SH3TC2-DT"
"ENSG00000125304"	66.9336014187447	2.9211450666918e-15	7.90438546038546e-14	0.401427144712449	0.220963330220257	0.311195237466353	6.75959841933665	0.046036687370457	0.641580746945237	"RALYL"
"ENSG00000101596"	66.9249763145781	2.93376985990755e-15	7.92834335534142e-14	0.0646032137427639	-0.781312308549369	-0.358354547403303	-1.66059609523058	0.215794776094932	-0.230634711892593	"LINC01717"
"ENSG00000136830"	66.897338246727	2.97459314465791e-15	8.02834670942651e-14	-0.135827347698659	-0.481718393892299	-0.308772870795479	-3.49927361706483	0.0882375117840917	-0.357894467519023	"PRDM9"
"ENSG00000173442"	66.853483294773	3.04053883335026e-15	8.19581140656272e-14	-0.0957274065738122	-0.384291481803642	-0.240009444188727	-3.26034948172061	0.0736132844974055	0.16334784880585	"TRANK1"
"ENSG00000117335"	66.8413994620132	3.05896512373014e-15	8.23492211605968e-14	0.55920040703659	-0.0615813648799375	0.248809521078326	1.57110831015106	0.158362696917481	-0.420853103930149	"PDCD7"
"ENSG00000138185"	66.8093393701056	3.10839560318667e-15	8.35729124769816e-14	0.859341871977578	0.524298505130869	0.691820188554223	8.09413220805154	0.0854702466445686	0.854883523114425	"CEP83"
"ENSG00000138795"	66.7591365664775	3.18740820510655e-15	8.5587812914898e-14	1.21670440305768	0.615230951739855	0.915967677398769	5.96955245413065	0.153437104928018	0.401814716340786	"PEDS1-UBE2V1"
"ENSG00000038295"	66.7513497240452	3.19984231774875e-15	8.58120978707494e-14	-0.544483994688066	-1.16726602466457	-0.855875009676316	-5.38706678577975	0.15887296683074	-0.722025191770748	"SNRPB"
"ENSG00000095787"	66.7319302707365	3.23106324001285e-15	8.65389867786882e-14	-0.0672314040258196	-0.569804467127716	-0.318517935576768	-2.48434995026361	0.128207414056606	-0.0465232011892506	"BPTF"
"ENSG00000114127"	66.6398111371018	3.3833651690938e-15	9.05028660053399e-14	1.18141439714078	0.595499436433563	0.88845691678717	5.94401466252546	0.149468102221228	0.0608921416894193	"PHF13"
"ENSG00000049618"	66.6267449056686	3.40554144647159e-15	9.09803162796253e-14	0.303506441172227	-0.178883142166913	0.0623116495026572	0.506348366799744	0.123058567178352	0.0463564755457912	"SLC24A4"
"ENSG00000196104"	66.5963799897945	3.45764043079319e-15	9.22549366210999e-14	1.95122224534133	1.22229173759987	1.5867569914706	8.53301246818595	0.185951660138128	0.788124950688122	"NRSN2"
